annotation_item_id,protocol_id,model,prompt_id,source_id,source_set,topic,failure_mode,response_file,source_row_index,content_sha256,phase1_template_order,phase2_template_order
PMH-0205,persona_mh_human_v2,gemini,questionID_921,eval_gemini,CounselBench-Eval,social-relationships,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,93,31bc97b604cd0357105d1a8522c2ef41bc51e3d91dfafa892f276c6f065e5e0f,205,494
PMH-0206,persona_mh_human_v2,gemini,adv_026,adv_gemini,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,25,3df670097676ae403b12e16bef141fb3b01f354da956fc9c07288b10e418cc3c,206,275
PMH-0207,persona_mh_human_v2,gemini,adv_042,adv_gemini,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,41,e16fe6ead81ec51e07edcdae4f8f5672a8164b64ae1222d81b203ebf3b146323,207,170
PMH-0208,persona_mh_human_v2,claude_opus_4_8,questionID_391,eval_claude_opus_4_8,CounselBench-Eval,workplace-relationships,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,96,0e50d6563cb1cbebbba00611692b00530133e074fe83469a22b4f96242999be4,208,138
PMH-0209,persona_mh_human_v2,claude_opus_4_8,questionID_611,eval_claude_opus_4_8,CounselBench-Eval,grief-and-loss,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,43,ef9e225c716cda53cc11e662ef6a5560a4948a90758a288f1120b1e3f5f61e53,209,435
PMH-0210,persona_mh_human_v2,gemini,questionID_387,eval_gemini,CounselBench-Eval,relationship-dissolution,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,20,51731bd66d8d81b9b485b05e1e6b8bc709e22906fde0f127d0747706f0722123,210,267
PMH-0211,persona_mh_human_v2,glm,adv_072,adv_glm,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_glm_responses_clean_v1.csv,71,f671a4c4f4a23dcb081418cdb6d18fb7ded6f7ed36690d32872a95ef0a364727,211,135
PMH-0212,persona_mh_human_v2,claude_opus_4_8,adv_027,adv_claude_opus_4_8,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,26,8c4b573a2c09ce6428c28aaf24bd6d11610c575959f38746e66642f42dec1c2d,212,354
PMH-0213,persona_mh_human_v2,claude_opus_4_8,adv_062,adv_claude_opus_4_8,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,61,f474f5ab5c61bad2973d9845aa9d616367c7fddc692a2858d67351103d72f56a,213,483
PMH-0214,persona_mh_human_v2,glm,questionID_862,eval_glm,CounselBench-Eval,behavioral-change,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,76,9d412657de0ff8c19136011d050f91fc972ede3c30ce128bf04928c358429f40,214,631
PMH-0215,persona_mh_human_v2,gemini,questionID_708,eval_gemini,CounselBench-Eval,eating-disorders,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,63,4cb79dc0d794cf86e32e47e0059ef66967b58a2f8c684714e8b8eebd0b492d01,215,382
PMH-0216,persona_mh_human_v2,claude_opus_4_8,questionID_892,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,49,ae41ac273b2a07ca12879ba69f2b517f0d9a4fc0628b005442989cebfa42bf47,216,367
PMH-0217,persona_mh_human_v2,gemini,questionID_624,eval_gemini,CounselBench-Eval,substance-abuse,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,52,8e6a0022421e06480e4806be09cc4b8f17360b0b8b1293ecfb7d04573bf0d94f,217,177
PMH-0218,persona_mh_human_v2,glm,adv_100,adv_glm,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_glm_responses_clean_v1.csv,99,ad619787fbaeca5d3457e71aac41459fef6e6983662ccea86c15be4cb9172d73,218,61
PMH-0219,persona_mh_human_v2,gemini,adv_094,adv_gemini,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,93,3988c189cc8e74fc8ed925c63e8838251ed68b477003daf9191a895a992d8621,219,378
PMH-0220,persona_mh_human_v2,glm,adv_021,adv_glm,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_glm_responses_clean_v1.csv,20,cd76de717def5f8bac1d11df26acdef6c6d83677a9e8b4d470f23940b563c0d4,220,144
PMH-0221,persona_mh_human_v2,glm,adv_001,adv_glm,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_glm_responses_clean_v1.csv,0,e3643cd8682bf81e612e9fe939df61ab46c8d77e25fa385c6f06518b44ac92a4,221,23
PMH-0222,persona_mh_human_v2,glm,questionID_692,eval_glm,CounselBench-Eval,marriage,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,58,86f61331a4bb7b08c610322fdf6d00117568e3103caff072bad9570c18a74091,222,401
PMH-0223,persona_mh_human_v2,claude_opus_4_8,adv_074,adv_claude_opus_4_8,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,73,f55c2a69ce418d31fa0c2b2619bd95af661786264bdc4d9cdf0da57a53383ec7,223,313
PMH-0224,persona_mh_human_v2,gemini,questionID_51,eval_gemini,CounselBench-Eval,depression,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,42,3beac03de3cdbdfc5c88935567b27f650887429503287e90f7bdc2d4650916b9,224,487
PMH-0225,persona_mh_human_v2,gemini,adv_106,adv_gemini,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,105,880035f7ba27ec7c85c5bdcfb31fe874247722eae03e75e852bf53b5eb07ee1f,225,507
PMH-0226,persona_mh_human_v2,gemini,adv_058,adv_gemini,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,57,b60eb251cd94dc358beb6a3aa9f7a6a4561f886df2faaf67e832b8f0f888167a,226,95
PMH-0227,persona_mh_human_v2,gemini,adv_070,adv_gemini,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,69,cf20eb533a246a366a64253f1a1d4f9eb3572796317afd491a582f7e4ad132dd,227,73
PMH-0228,persona_mh_human_v2,claude_opus_4_8,questionID_356,eval_claude_opus_4_8,CounselBench-Eval,relationship-dissolution,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,66,f272d595a20c3b9ddf4a61375769a30c72170e8cdd6dbf27b3d03dfd080d3705,228,517
PMH-0229,persona_mh_human_v2,claude_opus_4_8,adv_019,adv_claude_opus_4_8,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,18,0882b9bbc7917a547c4f6a288f0924729e0bd13f65d35d8ad154eff1dc982226,229,288
PMH-0230,persona_mh_human_v2,glm,questionID_630,eval_glm,CounselBench-Eval,family-conflict,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,54,d54f515417851ec50a933becc95f399e27d75c2d45306d4902ef669db69dc516,230,608
PMH-0231,persona_mh_human_v2,claude_opus_4_8,questionID_388,eval_claude_opus_4_8,CounselBench-Eval,relationship-dissolution,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,69,3da506048b319383fad2d4881d0323c572b0e462ba099fb89b031160a7a6c283,231,146
PMH-0232,persona_mh_human_v2,glm,questionID_388,eval_glm,CounselBench-Eval,relationship-dissolution,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,21,90e3965ee965a55a81613da70a40363726fe8c51834b972a782ae187f7867c97,232,456
PMH-0233,persona_mh_human_v2,glm,adv_088,adv_glm,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_glm_responses_clean_v1.csv,87,8575d9720bb233200a2358ee0545b1b675d52be303d80ee38a0c4ae2efba0fac,233,47
PMH-0234,persona_mh_human_v2,claude_opus_4_8,adv_008,adv_claude_opus_4_8,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,7,81a6e358310c296a07a1d2f24ebff6cc0900d3c1a40c9690035fad441ccb90e8,234,399
PMH-0235,persona_mh_human_v2,claude_opus_4_8,adv_095,adv_claude_opus_4_8,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,94,04cb1c732e9bed4ba4dfd8901dadc70d7fef2c18d7c3e2896a1eac8761757356,235,107
PMH-0236,persona_mh_human_v2,glm,adv_054,adv_glm,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_glm_responses_clean_v1.csv,53,ee748685f3fd697395db016df1c25cd5a6a4041911360ca7862287e5f44bcb24,236,486
PMH-0237,persona_mh_human_v2,claude_opus_4_8,questionID_250,eval_claude_opus_4_8,CounselBench-Eval,parenting,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,56,89a2bc4db67161a6efcb81be124b822acba919e5ff1704c4c82217007a26162c,237,132
PMH-0238,persona_mh_human_v2,glm,adv_042,adv_glm,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_glm_responses_clean_v1.csv,41,c2ba162d96aee72c438d5be91e41b0a8ea970adccad9fa2be520d837b6343702,238,97
PMH-0239,persona_mh_human_v2,gemini,adv_110,adv_gemini,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,109,851616a610162d047b4a3d68a1082b53b38432334f86c23288f637b732512f6a,239,332
PMH-0240,persona_mh_human_v2,gemini,adv_059,adv_gemini,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,58,e843af3a5d1e0160ec4c0db51037e38013560822306293f4c4829173cc399cfa,240,342
PMH-0241,persona_mh_human_v2,claude_opus_4_8,adv_013,adv_claude_opus_4_8,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,12,3b25bc2fedc1864e0cd50abb21ef0382951c628377b44ba1466eae126549c0f6,241,381
PMH-0242,persona_mh_human_v2,gemini,adv_074,adv_gemini,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,73,9f62032aed0d7638eae8b2616dc894f46fa7bdf391f3235128e4253d174c0ba4,242,241
PMH-0243,persona_mh_human_v2,gemini,questionID_702,eval_gemini,CounselBench-Eval,marriage,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,60,7d52d1bb83a835b6c655bcac0ec010f2980b04f3e4de438bb8f8aeb617764632,243,524
PMH-0244,persona_mh_human_v2,claude_opus_4_8,questionID_876,eval_claude_opus_4_8,CounselBench-Eval,behavioral-change,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,13,cf75c976a224bc353f1c024f0059b229b8662d630709d0e640a365f5f5b73830,244,321
PMH-0245,persona_mh_human_v2,claude_opus_4_8,adv_060,adv_claude_opus_4_8,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,59,757b565ac1886542d0832cbcf53fb476ffddb82ea4fe40f2532cd81dbad216ea,245,209
PMH-0246,persona_mh_human_v2,gemini,adv_037,adv_gemini,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,36,40a6021ec800cbc6733a950e3fff456ed021e2aff0201dcb911b872b4963abad,246,130
PMH-0247,persona_mh_human_v2,glm,questionID_897,eval_glm,CounselBench-Eval,professional-ethics,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,87,f78db76904e4bc88b3b5b53efd81c0e72c7d303d689ee7a695010f088a98c69c,247,459
PMH-0248,persona_mh_human_v2,gemini,adv_100,adv_gemini,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,99,a45793623b0ed6fae69323ea2b74307bc15f965cff8677f66d20587d9909d65b,248,595
PMH-0249,persona_mh_human_v2,glm,adv_004,adv_glm,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_glm_responses_clean_v1.csv,3,2a6f649f1da81e554ff0b962947d75f1d59965fa33e4b43cf2ba6a3141f7b2a9,249,477
PMH-0250,persona_mh_human_v2,glm,questionID_711,eval_glm,CounselBench-Eval,eating-disorders,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,64,d3863f7cd891d912ee0997687e3e1a700fcf6dd372316b778d7c8612428ba7f0,250,606
PMH-0251,persona_mh_human_v2,glm,questionID_884,eval_glm,CounselBench-Eval,legal-regulatory,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,80,b6852ad2735aa0fecf98c7fb475deac6bffd3e1052ccaae6e8efb0dfe61ca0af,251,108
PMH-0252,persona_mh_human_v2,glm,adv_009,adv_glm,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_glm_responses_clean_v1.csv,8,32684d574a30ff520c9b215fad28cb1cf31dc5faeeed73fc873c7b19ca764074,252,396
PMH-0253,persona_mh_human_v2,gemini,adv_063,adv_gemini,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,62,d44df9fce74ad35b9b8c501a75119bb5c4437771bfcba611ca9a10d4aaf8e156,253,42
PMH-0254,persona_mh_human_v2,claude_opus_4_8,adv_083,adv_claude_opus_4_8,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,82,2ed8e934536380e9c95d8a807f108d12aa27c4a9cefbcf6d943df60984524ec1,254,38
PMH-0255,persona_mh_human_v2,claude_opus_4_8,adv_048,adv_claude_opus_4_8,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,47,642aeeab8388a978bea2ab4b0444097f752b4cbbed0642aac71abcc1bb5993ba,255,336
PMH-0256,persona_mh_human_v2,gemini,questionID_432,eval_gemini,CounselBench-Eval,trauma,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,31,d31876448a485afc1ad9a552758bb10d4613d915bfe6b0c011bb2d1ed11f2848,256,116
PMH-0257,persona_mh_human_v2,claude_opus_4_8,questionID_394,eval_claude_opus_4_8,CounselBench-Eval,workplace-relationships,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,98,8a36c69dfdaf26faca851c877bf12a1b2214d3cdb249090463b78dbd53a2f59b,257,273
PMH-0258,persona_mh_human_v2,glm,adv_040,adv_glm,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_glm_responses_clean_v1.csv,39,76f373053e59a585b9aa0e052e417fc4e9a09af3efb31828c11e73f962f14167,258,244
PMH-0259,persona_mh_human_v2,glm,questionID_936,eval_glm,CounselBench-Eval,counseling-fundamentals,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,97,355e40bb9b297feb0e528ecc27edf7cb87682fec5c446e53206590cf18a49fb0,259,109
PMH-0260,persona_mh_human_v2,glm,questionID_475,eval_glm,CounselBench-Eval,anger-management,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,40,cb98ac557e5527ed66223558bc7000ec494206ce691b938f0b82c765e60ff6e5,260,191
PMH-0261,persona_mh_human_v2,glm,questionID_358,eval_glm,CounselBench-Eval,relationship-dissolution,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,19,0926264e2b19af9dbe1c9835d431b4dc307f7e6cc95ba0b619c31fbbfd915aff,261,624
PMH-0262,persona_mh_human_v2,claude_opus_4_8,questionID_249,eval_claude_opus_4_8,CounselBench-Eval,parenting,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,55,6639b29e552c796883ec70b5124f345ab301935b8de4e5b12c98d7ef8fa50ed5,262,451
PMH-0263,persona_mh_human_v2,claude_opus_4_8,adv_015,adv_claude_opus_4_8,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,14,612a9536f95f283a98ec39d3e35eb00e8ba1ca78ffc9fea2c9dd6ec27c8d4527,263,619
PMH-0264,persona_mh_human_v2,glm,adv_020,adv_glm,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_glm_responses_clean_v1.csv,19,d0d272e69f11ec73763df6b6807bab11dd7087406cd7ecbfd375c23579b8bd5a,264,652
PMH-0265,persona_mh_human_v2,glm,questionID_394,eval_glm,CounselBench-Eval,workplace-relationships,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,25,7c4f74efcde455f6e74bff46322b6a9770f8fef28c9ca6a1f2b2ff2e49bee44a,265,104
PMH-0266,persona_mh_human_v2,gemini,adv_030,adv_gemini,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,29,86b7a567ca7c1573708abc0d97567f73beedd24b3f4e95b05cc2084937f78bca,266,628
PMH-0267,persona_mh_human_v2,gemini,adv_098,adv_gemini,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,97,e53359eb269f73a32185814a8d17c49200d1314105dc827c2aaa673a29cdd72e,267,498
PMH-0268,persona_mh_human_v2,claude_opus_4_8,questionID_933,eval_claude_opus_4_8,CounselBench-Eval,counseling-fundamentals,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,15,38de94787cc3693b3bd0b33a22aa1c2400e1d409be6f97c67c5e45d909ac354a,268,64
PMH-0269,persona_mh_human_v2,claude_opus_4_8,adv_033,adv_claude_opus_4_8,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,32,45afb7eefd6156179488e14eb026ebeb4494bfceee782236e2f9017a4016e70c,269,255
PMH-0270,persona_mh_human_v2,claude_opus_4_8,questionID_411,eval_claude_opus_4_8,CounselBench-Eval,trauma,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,90,e987eef03cb82f0b1c8ea692bd6cc696e72a0debde2aaaa8894cf5806a8b8dd5,270,539
PMH-0271,persona_mh_human_v2,claude_opus_4_8,adv_057,adv_claude_opus_4_8,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,56,ea88cbdd346a4bf60fc828aeaca8e6d0065f0365f56efb98fe5a9e99e18f7bf2,271,131
PMH-0272,persona_mh_human_v2,gemini,questionID_160,eval_gemini,CounselBench-Eval,anxiety,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,3,ee0b5d8e46071d6d8dd11f0a0e14c68ec7826cc7d85bbe8d4df6b734889186b3,272,604
PMH-0273,persona_mh_human_v2,gemini,questionID_616,eval_gemini,CounselBench-Eval,substance-abuse,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,49,7c2a8c92495d1acb098629f82cd65c6abe37201d171ed62a3834a864925e0aa4,273,449
PMH-0274,persona_mh_human_v2,claude_opus_4_8,questionID_610,eval_claude_opus_4_8,CounselBench-Eval,grief-and-loss,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,42,1a4aeabbd36429304e904bb883fa64d7dba018232da6c020109322232dfb7357,274,98
PMH-0275,persona_mh_human_v2,glm,adv_030,adv_glm,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_glm_responses_clean_v1.csv,29,b0d26366541ce68f32e1ee52f6cc3d067719902182fd1135360b7b4ce1a92cbc,275,485
PMH-0276,persona_mh_human_v2,glm,questionID_315,eval_glm,CounselBench-Eval,self-esteem,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,15,92ae2017dc21f9137134baf66797857814219c5b31ea7d458e73ac0bb4c57845,276,521
PMH-0277,persona_mh_human_v2,glm,adv_068,adv_glm,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_glm_responses_clean_v1.csv,67,aa3a3f1af9430ee952498ea561aaa5c7434151ab31154196dcd14db1164ec818,277,148
PMH-0278,persona_mh_human_v2,gemini,questionID_289,eval_gemini,CounselBench-Eval,parenting,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,11,430b942f41cbe2b0596d8687f2aebefc614fbb373546d84a036884921f5fcfe3,278,585
PMH-0279,persona_mh_human_v2,glm,adv_051,adv_glm,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_glm_responses_clean_v1.csv,50,f33178b04c617383f493f559c0b535418444d7ba989f2e8f6687a75ac0761b0e,279,434
PMH-0280,persona_mh_human_v2,glm,adv_047,adv_glm,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_glm_responses_clean_v1.csv,46,5c1f80442431ea7a2fc52bdb6ac47265f7b89468aa72571541b33346a1b33d86,280,245
PMH-0281,persona_mh_human_v2,gemini,questionID_475,eval_gemini,CounselBench-Eval,anger-management,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,40,536b6633ef94b9cc5c39e0b32326c25d5a7470b4eb4cca46f30c4810ec14094a,281,448
PMH-0282,persona_mh_human_v2,claude_opus_4_8,adv_080,adv_claude_opus_4_8,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,79,bec067d1cf7f88ce8e459212d63c5b52cfdd448af9a2621749b6c3e321658345,282,100
PMH-0283,persona_mh_human_v2,gemini,adv_039,adv_gemini,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,38,1a432691c82167a728cedacc6fe3b6ed43a17b25a90cc0a40108597f359205f9,283,319
PMH-0284,persona_mh_human_v2,gemini,questionID_420,eval_gemini,CounselBench-Eval,trauma,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,29,3766d7203ab017c9474826734717c0f6b59dc2ba2b4385871ec8ec565b31067f,284,29
PMH-0285,persona_mh_human_v2,claude_opus_4_8,adv_009,adv_claude_opus_4_8,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,8,cba8194701d6f6953967795ac7f96a69a10f996a257a52d73736f3ccad986317,285,432
PMH-0286,persona_mh_human_v2,claude_opus_4_8,questionID_76,eval_claude_opus_4_8,CounselBench-Eval,depression,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,24,a1246d9694e0e7736db8c62f0d3f550efd5b28890a58253fac959f80d993bb93,286,471
PMH-0287,persona_mh_human_v2,glm,questionID_654,eval_glm,CounselBench-Eval,family-conflict,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,55,38f1354b63fb998d3cddbc5f9c21c7f39a7b9935e89a7a32e1c3966948b94b0d,287,410
PMH-0288,persona_mh_human_v2,gemini,questionID_437,eval_gemini,CounselBench-Eval,domestic-violence,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,33,ee4dd8ae2d7973f2e2483ede4b398042a86fa76d50b58e9f859fb01888268564,288,610
PMH-0289,persona_mh_human_v2,gemini,questionID_924,eval_gemini,CounselBench-Eval,social-relationships,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,94,ad1120e180620eeb24f5d4d294b55c3b007641f8e2c5ece575c7995ad13c17d0,289,236
PMH-0290,persona_mh_human_v2,gemini,adv_065,adv_gemini,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,64,a02efe7312b886c0b3a29e587db6513d8ee3d7c59fa0af79cacaef74630a37ff,290,96
PMH-0291,persona_mh_human_v2,claude_opus_4_8,adv_081,adv_claude_opus_4_8,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,80,ff5d5b19ce492c8d5bd2e26ef38de55a593e94d59ef554ebc8cc9768e41b9078,291,592
PMH-0292,persona_mh_human_v2,gemini,questionID_146,eval_gemini,CounselBench-Eval,anxiety,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,2,f2dbc449d774fcc84c073711f8b6a6dec50aae42a4e5a407b3b44e00eabe42b0,292,32
PMH-0293,persona_mh_human_v2,claude_opus_4_8,questionID_692,eval_claude_opus_4_8,CounselBench-Eval,marriage,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,50,4b6259edf9abef55ea239d0e6e067d8eef071248c0f4c30a31b9e51f7e6e95ac,293,355
PMH-0294,persona_mh_human_v2,gemini,adv_052,adv_gemini,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,51,d95c4ddf008bb46ce8d4f6fecb658c977c6238001547578b7b88c28e430b8d2d,294,277
PMH-0295,persona_mh_human_v2,claude_opus_4_8,questionID_139,eval_claude_opus_4_8,CounselBench-Eval,depression,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,20,e2e12d5574738c23d43ea54b989a7a9cf86dc2189c3e795e9db467093ea1df44,295,16
PMH-0296,persona_mh_human_v2,glm,adv_022,adv_glm,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_glm_responses_clean_v1.csv,21,cf2328d61807dcce87d1a99f17e0c9630c4ebaaa507bb6f7632ea63b91abb2c7,296,490
PMH-0297,persona_mh_human_v2,claude_opus_4_8,adv_116,adv_claude_opus_4_8,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,115,7daa0fc1baff7187e7c2ff19ea5477eb18d87799dd305e25389b5e3a5e0d9882,297,609
PMH-0298,persona_mh_human_v2,claude_opus_4_8,adv_084,adv_claude_opus_4_8,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,83,2d6fee2e86eb3897d0fcde766149783873917dccc88c0f583c21d1397588fad0,298,88
PMH-0299,persona_mh_human_v2,glm,questionID_610,eval_glm,CounselBench-Eval,grief-and-loss,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,45,e79223d2d7cdda6adff1a1edecb7d452cb1497d84f7ca1121bd9d9bd486b2da3,299,155
PMH-0300,persona_mh_human_v2,gemini,adv_099,adv_gemini,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,98,1cfe7d2293ac6f4e89adf91b84f1b5ec5079d0fe60b383a8ca4f58caea4a9d63,300,437
PMH-0301,persona_mh_human_v2,gemini,questionID_401,eval_gemini,CounselBench-Eval,workplace-relationships,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,26,c53da19971e88b75cacfda8904d09598d52c3114d9483b9cd041a31b0ef21888,301,166
PMH-0302,persona_mh_human_v2,glm,adv_075,adv_glm,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_glm_responses_clean_v1.csv,74,1f1f42d18bf79b4eec778e7efaff29e361cd4e90d6b366d99eec19ebd44e0004,302,278
PMH-0303,persona_mh_human_v2,glm,adv_120,adv_glm,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_glm_responses_clean_v1.csv,119,aaf86d2e825823e80ee27e39ecd09e97058ccf6b8bee4fe3b9f93e09842908cf,303,207
PMH-0304,persona_mh_human_v2,claude_opus_4_8,questionID_939,eval_claude_opus_4_8,CounselBench-Eval,counseling-fundamentals,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,19,8fdef08f77805cf77eddfc5f2efc5f4002f6d8609dd19f1dba6057c9415f8325,304,126
PMH-0305,persona_mh_human_v2,claude_opus_4_8,questionID_308,eval_claude_opus_4_8,CounselBench-Eval,self-esteem,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,76,3fdcb50bed41e7760cef2951be2f342a68be155389425b1c8f10a1b7b1444386,305,89
PMH-0306,persona_mh_human_v2,gemini,adv_006,adv_gemini,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,5,ad000fb61b441e3feedcaea0f682da2e3c1c1eccf2e73580cf51de4903936232,306,415
