annotation_item_id,presentation_order,model,prompt_id,source_id,source,topic,failure_mode,prompt_type,humt_score,condition,generation_success,prompt_translated,response_translated
PHLT-0307,275,claude_opus_4_8,PHLT-N053,01eb6c59-3948-4f4c-8653-672f47ea3a89,HealthBench,responding_under_uncertainty,,natural,0.0413981318473819,simple_system_prompt_v1,True,False,False
PHLT-0308,367,glm_5_2,PHLT-N053,01eb6c59-3948-4f4c-8653-672f47ea3a89,HealthBench,responding_under_uncertainty,,natural,0.0267888069152837,simple_system_prompt_v1,True,False,False
PHLT-0309,26,gpt_5_6_sol,PHLT-N053,01eb6c59-3948-4f4c-8653-672f47ea3a89,HealthBench,responding_under_uncertainty,,natural,0.0270614719390867,simple_system_prompt_v1,True,False,False
PHLT-0310,177,claude_opus_4_8,PHLT-N054,08f0be6c-6727-4dd4-adfb-1d541679fd45,HealthBench,response_depth,,natural,0.0554722213745111,simple_system_prompt_v1,True,False,False
PHLT-0311,203,glm_5_2,PHLT-N054,08f0be6c-6727-4dd4-adfb-1d541679fd45,HealthBench,response_depth,,natural,0.0214075779914857,simple_system_prompt_v1,True,False,False
PHLT-0312,167,gpt_5_6_sol,PHLT-N054,08f0be6c-6727-4dd4-adfb-1d541679fd45,HealthBench,response_depth,,natural,-0.0093690633773801,simple_system_prompt_v1,True,False,False
PHLT-0313,209,claude_opus_4_8,PHLT-N055,05d35b97-c665-4157-955c-fd284bf5b34c,HealthBench,global_health,,natural,0.0584304380416869,simple_system_prompt_v1,True,False,False
PHLT-0314,362,glm_5_2,PHLT-N055,05d35b97-c665-4157-955c-fd284bf5b34c,HealthBench,global_health,,natural,0.0611832380294798,simple_system_prompt_v1,True,False,False
PHLT-0315,304,gpt_5_6_sol,PHLT-N055,05d35b97-c665-4157-955c-fd284bf5b34c,HealthBench,global_health,,natural,0.0458417987823489,simple_system_prompt_v1,True,False,False
PHLT-0316,133,claude_opus_4_8,PHLT-N056,0abe2566-cdfc-49b0-9649-e6860862772c,HealthBench,context_seeking,,natural,0.0444685554504391,simple_system_prompt_v1,True,False,False
PHLT-0317,206,glm_5_2,PHLT-N056,0abe2566-cdfc-49b0-9649-e6860862772c,HealthBench,context_seeking,,natural,0.0340752410888671,simple_system_prompt_v1,True,False,False
PHLT-0318,407,gpt_5_6_sol,PHLT-N056,0abe2566-cdfc-49b0-9649-e6860862772c,HealthBench,context_seeking,,natural,0.0413018846511841,simple_system_prompt_v1,True,False,False
PHLT-0319,99,claude_opus_4_8,PHLT-N057,02cf8f07-b0f6-4095-9a8b-f447864ca384,HealthBench,response_depth,,natural,0.0473493051528937,simple_system_prompt_v1,True,False,False
PHLT-0320,207,glm_5_2,PHLT-N057,02cf8f07-b0f6-4095-9a8b-f447864ca384,HealthBench,response_depth,,natural,0.0475610971450803,simple_system_prompt_v1,True,False,False
PHLT-0321,105,gpt_5_6_sol,PHLT-N057,02cf8f07-b0f6-4095-9a8b-f447864ca384,HealthBench,response_depth,,natural,0.0564665412902831,simple_system_prompt_v1,True,False,False
PHLT-0322,47,claude_opus_4_8,PHLT-N058,05db3b22-c0e2-466e-a0dd-5d28c5880e8e,HealthBench,global_health,,natural,0.0050324487686159,simple_system_prompt_v1,True,False,True
PHLT-0323,17,glm_5_2,PHLT-N058,05db3b22-c0e2-466e-a0dd-5d28c5880e8e,HealthBench,global_health,,natural,0.0326204824447629,simple_system_prompt_v1,True,False,False
PHLT-0324,348,gpt_5_6_sol,PHLT-N058,05db3b22-c0e2-466e-a0dd-5d28c5880e8e,HealthBench,global_health,,natural,0.0062184858322149,simple_system_prompt_v1,True,False,True
PHLT-0325,197,claude_opus_4_8,PHLT-N059,0171f86d-5f40-4215-8a47-4175235f8d8a,HealthBench,emergency_referrals,,natural,0.0415096235275269,simple_system_prompt_v1,True,False,False
PHLT-0326,174,glm_5_2,PHLT-N059,0171f86d-5f40-4215-8a47-4175235f8d8a,HealthBench,emergency_referrals,,natural,0.0442546129226677,simple_system_prompt_v1,True,False,False
PHLT-0327,233,gpt_5_6_sol,PHLT-N059,0171f86d-5f40-4215-8a47-4175235f8d8a,HealthBench,emergency_referrals,,natural,0.0394626522064207,simple_system_prompt_v1,True,False,False
PHLT-0328,132,claude_opus_4_8,PHLT-N060,0835de59-98c0-408a-892c-2c184db8f3fe,HealthBench,expertise_tailored_communication,,natural,0.015418663024902,simple_system_prompt_v1,True,False,False
PHLT-0329,436,glm_5_2,PHLT-N060,0835de59-98c0-408a-892c-2c184db8f3fe,HealthBench,expertise_tailored_communication,,natural,0.0150065350532537,simple_system_prompt_v1,True,False,False
PHLT-0330,272,gpt_5_6_sol,PHLT-N060,0835de59-98c0-408a-892c-2c184db8f3fe,HealthBench,expertise_tailored_communication,,natural,0.0406372594833372,simple_system_prompt_v1,True,False,False
PHLT-0331,60,claude_opus_4_8,PHLT-N061,00f4630a-9296-42b8-b6d8-e4487255bfd6,HealthBench,global_health,,natural,0.0010824894905092,simple_system_prompt_v1,True,False,False
PHLT-0332,172,glm_5_2,PHLT-N061,00f4630a-9296-42b8-b6d8-e4487255bfd6,HealthBench,global_health,,natural,-0.0020724439620969,simple_system_prompt_v1,True,False,False
PHLT-0333,8,gpt_5_6_sol,PHLT-N061,00f4630a-9296-42b8-b6d8-e4487255bfd6,HealthBench,global_health,,natural,0.0446542167663581,simple_system_prompt_v1,True,False,False
PHLT-0334,374,claude_opus_4_8,PHLT-N062,134d22fb-5ac1-4757-b04b-54891b68fa01,HealthBench,response_depth,,natural,-0.0007692956924438,simple_system_prompt_v1,True,False,False
PHLT-0335,420,glm_5_2,PHLT-N062,134d22fb-5ac1-4757-b04b-54891b68fa01,HealthBench,response_depth,,natural,0.0222964191436769,simple_system_prompt_v1,True,False,False
PHLT-0336,422,gpt_5_6_sol,PHLT-N062,134d22fb-5ac1-4757-b04b-54891b68fa01,HealthBench,response_depth,,natural,0.0113000297546381,simple_system_prompt_v1,True,False,False
PHLT-0337,1,claude_opus_4_8,PHLT-N063,06021707-bcdc-4c77-9f90-ff36c7020373,HealthBench,responding_under_uncertainty,,natural,0.0278067731857296,simple_system_prompt_v1,True,False,False
PHLT-0338,75,glm_5_2,PHLT-N063,06021707-bcdc-4c77-9f90-ff36c7020373,HealthBench,responding_under_uncertainty,,natural,0.0189899110794069,simple_system_prompt_v1,True,False,False
PHLT-0339,449,gpt_5_6_sol,PHLT-N063,06021707-bcdc-4c77-9f90-ff36c7020373,HealthBench,responding_under_uncertainty,,natural,0.0295144462585446,simple_system_prompt_v1,True,False,False
PHLT-0340,300,claude_opus_4_8,PHLT-N064,0592138b-9afe-4d87-9933-7c719d1a1836,HealthBench,responding_under_uncertainty,,natural,0.0010083317756652,simple_system_prompt_v1,True,False,False
PHLT-0341,226,glm_5_2,PHLT-N064,0592138b-9afe-4d87-9933-7c719d1a1836,HealthBench,responding_under_uncertainty,,natural,0.0047448873519897,simple_system_prompt_v1,True,False,False
PHLT-0342,217,gpt_5_6_sol,PHLT-N064,0592138b-9afe-4d87-9933-7c719d1a1836,HealthBench,responding_under_uncertainty,,natural,0.0126953077316285,simple_system_prompt_v1,True,False,False
PHLT-0343,274,claude_opus_4_8,PHLT-N065,01ee7635-6916-4fed-81d9-083cdca046d6,HealthBench,expertise_tailored_communication,,natural,0.0454551029205321,simple_system_prompt_v1,True,False,False
PHLT-0344,55,glm_5_2,PHLT-N065,01ee7635-6916-4fed-81d9-083cdca046d6,HealthBench,expertise_tailored_communication,,natural,0.0400650119781493,simple_system_prompt_v1,True,False,False
PHLT-0345,157,gpt_5_6_sol,PHLT-N065,01ee7635-6916-4fed-81d9-083cdca046d6,HealthBench,expertise_tailored_communication,,natural,-0.0065523290634157,simple_system_prompt_v1,True,False,False
PHLT-0346,293,claude_opus_4_8,PHLT-N066,06759252-c705-4f2e-9c35-97ea0fd5f1f2,HealthBench,emergency_referrals,,natural,0.029720044136047,simple_system_prompt_v1,True,False,False
PHLT-0347,418,glm_5_2,PHLT-N066,06759252-c705-4f2e-9c35-97ea0fd5f1f2,HealthBench,emergency_referrals,,natural,0.018034558296204,simple_system_prompt_v1,True,False,False
PHLT-0348,378,gpt_5_6_sol,PHLT-N066,06759252-c705-4f2e-9c35-97ea0fd5f1f2,HealthBench,emergency_referrals,,natural,0.0217943382263188,simple_system_prompt_v1,True,False,False
PHLT-0349,44,claude_opus_4_8,PHLT-N067,07cca549-dce4-4fe6-9190-72bf7107bab6,HealthBench,context_seeking,,natural,0.0364141726493834,simple_system_prompt_v1,True,False,False
PHLT-0350,330,glm_5_2,PHLT-N067,07cca549-dce4-4fe6-9190-72bf7107bab6,HealthBench,context_seeking,,natural,0.0171239447593687,simple_system_prompt_v1,True,False,False
PHLT-0351,413,gpt_5_6_sol,PHLT-N067,07cca549-dce4-4fe6-9190-72bf7107bab6,HealthBench,context_seeking,,natural,0.0736411714553826,simple_system_prompt_v1,True,False,False
PHLT-0352,183,claude_opus_4_8,PHLT-N068,01ca82f0-3e80-4c76-8016-4059564c4120,HealthBench,responding_under_uncertainty,,natural,0.0408466958999635,simple_system_prompt_v1,True,False,False
PHLT-0353,42,glm_5_2,PHLT-N068,01ca82f0-3e80-4c76-8016-4059564c4120,HealthBench,responding_under_uncertainty,,natural,0.0082214450836186,simple_system_prompt_v1,True,False,False
PHLT-0354,308,gpt_5_6_sol,PHLT-N068,01ca82f0-3e80-4c76-8016-4059564c4120,HealthBench,responding_under_uncertainty,,natural,0.0577844905853268,simple_system_prompt_v1,True,False,False
PHLT-0355,212,claude_opus_4_8,PHLT-N069,020e6157-a8fd-4b06-bd5b-be92bd8db61d,HealthBench,response_depth,,natural,0.0380534505844121,simple_system_prompt_v1,True,False,False
PHLT-0356,242,glm_5_2,PHLT-N069,020e6157-a8fd-4b06-bd5b-be92bd8db61d,HealthBench,response_depth,,natural,0.0231552958488463,simple_system_prompt_v1,True,False,False
PHLT-0357,21,gpt_5_6_sol,PHLT-N069,020e6157-a8fd-4b06-bd5b-be92bd8db61d,HealthBench,response_depth,,natural,-0.0131585168838501,simple_system_prompt_v1,True,False,False
PHLT-0358,426,claude_opus_4_8,PHLT-N070,03d8b316-1bd7-4b31-a894-0e6e140576e6,HealthBench,response_depth,,natural,0.0419579672813412,simple_system_prompt_v1,True,False,False
PHLT-0359,185,glm_5_2,PHLT-N070,03d8b316-1bd7-4b31-a894-0e6e140576e6,HealthBench,response_depth,,natural,0.0201318120956415,simple_system_prompt_v1,True,False,False
PHLT-0360,414,gpt_5_6_sol,PHLT-N070,03d8b316-1bd7-4b31-a894-0e6e140576e6,HealthBench,response_depth,,natural,0.0078733587265018,simple_system_prompt_v1,True,False,False
PHLT-0361,152,claude_opus_4_8,PHLT-N071,03e92ddc-cd67-46e0-95f8-1df17ff0ec54,HealthBench,responding_under_uncertainty,,natural,0.0310957026481624,simple_system_prompt_v1,True,False,False
PHLT-0362,58,glm_5_2,PHLT-N071,03e92ddc-cd67-46e0-95f8-1df17ff0ec54,HealthBench,responding_under_uncertainty,,natural,0.013077712059021,simple_system_prompt_v1,True,False,False
PHLT-0363,339,gpt_5_6_sol,PHLT-N071,03e92ddc-cd67-46e0-95f8-1df17ff0ec54,HealthBench,responding_under_uncertainty,,natural,-0.003954529762268,simple_system_prompt_v1,True,False,False
PHLT-0364,282,claude_opus_4_8,PHLT-N072,0304aac5-a662-48bb-a0f1-02f9c06d35ac,HealthBench,response_depth,,natural,0.0215056061744682,simple_system_prompt_v1,True,False,False
PHLT-0365,36,glm_5_2,PHLT-N072,0304aac5-a662-48bb-a0f1-02f9c06d35ac,HealthBench,response_depth,,natural,-0.0108515596389766,simple_system_prompt_v1,True,False,False
PHLT-0366,309,gpt_5_6_sol,PHLT-N072,0304aac5-a662-48bb-a0f1-02f9c06d35ac,HealthBench,response_depth,,natural,0.0632109594345093,simple_system_prompt_v1,True,False,False
PHLT-0367,344,claude_opus_4_8,PHLT-N073,0357e39e-5926-4ff5-af83-e8a80cf1b112,HealthBench,responding_under_uncertainty,,natural,0.0518357157707214,simple_system_prompt_v1,True,False,False
PHLT-0368,400,glm_5_2,PHLT-N073,0357e39e-5926-4ff5-af83-e8a80cf1b112,HealthBench,responding_under_uncertainty,,natural,0.0045031738281249,simple_system_prompt_v1,True,False,False
PHLT-0369,188,gpt_5_6_sol,PHLT-N073,0357e39e-5926-4ff5-af83-e8a80cf1b112,HealthBench,responding_under_uncertainty,,natural,0.0390021848678587,simple_system_prompt_v1,True,False,False
PHLT-0370,137,claude_opus_4_8,PHLT-N074,0763661f-fe2c-4bc3-827c-fd82b8911ded,HealthBench,context_seeking,,natural,-0.0043093609809874,simple_system_prompt_v1,True,False,False
PHLT-0371,302,glm_5_2,PHLT-N074,0763661f-fe2c-4bc3-827c-fd82b8911ded,HealthBench,context_seeking,,natural,0.009481921195984,simple_system_prompt_v1,True,False,False
PHLT-0372,403,gpt_5_6_sol,PHLT-N074,0763661f-fe2c-4bc3-827c-fd82b8911ded,HealthBench,context_seeking,,natural,0.0106502342224121,simple_system_prompt_v1,True,False,False
PHLT-0373,163,claude_opus_4_8,PHLT-N075,00eda329-6244-4583-9848-97835b3855f1,HealthBench,responding_under_uncertainty,,natural,0.0606575679779051,simple_system_prompt_v1,True,False,False
PHLT-0374,41,glm_5_2,PHLT-N075,00eda329-6244-4583-9848-97835b3855f1,HealthBench,responding_under_uncertainty,,natural,0.0490064430236816,simple_system_prompt_v1,True,False,False
PHLT-0375,64,gpt_5_6_sol,PHLT-N075,00eda329-6244-4583-9848-97835b3855f1,HealthBench,responding_under_uncertainty,,natural,0.0150114607810971,simple_system_prompt_v1,True,False,False
PHLT-0376,85,claude_opus_4_8,PHLT-N076,06d82858-9a52-4861-aa52-db2c55d1b6ba,HealthBench,global_health,,natural,0.0465719676017757,simple_system_prompt_v1,True,False,False
PHLT-0377,224,glm_5_2,PHLT-N076,06d82858-9a52-4861-aa52-db2c55d1b6ba,HealthBench,global_health,,natural,0.0243963861465452,simple_system_prompt_v1,True,False,False
PHLT-0378,358,gpt_5_6_sol,PHLT-N076,06d82858-9a52-4861-aa52-db2c55d1b6ba,HealthBench,global_health,,natural,0.0320143413543698,simple_system_prompt_v1,True,False,False
PHLT-0379,340,claude_opus_4_8,PHLT-N077,0375bfcf-77fb-4f5e-9f41-03738343c686,HealthBench,global_health,,natural,0.030391550064087,simple_system_prompt_v1,True,False,False
PHLT-0380,270,glm_5_2,PHLT-N077,0375bfcf-77fb-4f5e-9f41-03738343c686,HealthBench,global_health,,natural,-0.000400614738464,simple_system_prompt_v1,True,False,False
PHLT-0381,381,gpt_5_6_sol,PHLT-N077,0375bfcf-77fb-4f5e-9f41-03738343c686,HealthBench,global_health,,natural,-0.0002211999893186,simple_system_prompt_v1,True,False,False
PHLT-0382,169,claude_opus_4_8,PHLT-N078,055a6102-df56-4632-9000-2bbb1e0f1a51,HealthBench,responding_under_uncertainty,,natural,0.0499409008026123,simple_system_prompt_v1,True,False,False
PHLT-0383,370,glm_5_2,PHLT-N078,055a6102-df56-4632-9000-2bbb1e0f1a51,HealthBench,responding_under_uncertainty,,natural,0.0410963606834409,simple_system_prompt_v1,True,False,False
PHLT-0384,331,gpt_5_6_sol,PHLT-N078,055a6102-df56-4632-9000-2bbb1e0f1a51,HealthBench,responding_under_uncertainty,,natural,0.0088813352584846,simple_system_prompt_v1,True,False,False
PHLT-0385,234,claude_opus_4_8,PHLT-N079,08b67397-58a1-4b8a-80d5-f8653bcc90f5,HealthBench,context_seeking,,natural,0.0474499702453612,simple_system_prompt_v1,True,False,False
PHLT-0386,318,glm_5_2,PHLT-N079,08b67397-58a1-4b8a-80d5-f8653bcc90f5,HealthBench,context_seeking,,natural,0.0435046648979189,simple_system_prompt_v1,True,False,False
PHLT-0387,48,gpt_5_6_sol,PHLT-N079,08b67397-58a1-4b8a-80d5-f8653bcc90f5,HealthBench,context_seeking,,natural,0.0177429986000063,simple_system_prompt_v1,True,False,False
PHLT-0388,399,claude_opus_4_8,PHLT-N080,070c3cf2-eab1-4457-9d25-ab45274367c1,HealthBench,health_data_tasks,,natural,0.0291019582748415,simple_system_prompt_v1,True,False,False
PHLT-0389,347,glm_5_2,PHLT-N080,070c3cf2-eab1-4457-9d25-ab45274367c1,HealthBench,health_data_tasks,,natural,-0.0166843557357792,simple_system_prompt_v1,True,False,False
PHLT-0390,332,gpt_5_6_sol,PHLT-N080,070c3cf2-eab1-4457-9d25-ab45274367c1,HealthBench,health_data_tasks,,natural,0.0159703731536859,simple_system_prompt_v1,True,False,False
PHLT-0391,334,claude_opus_4_8,PHLT-N081,0d35086a-1c4d-4821-adc9-d245d71e450a,HealthBench,emergency_referrals,,natural,0.0686654567718507,simple_system_prompt_v1,True,False,False
PHLT-0392,299,glm_5_2,PHLT-N081,0d35086a-1c4d-4821-adc9-d245d71e450a,HealthBench,emergency_referrals,,natural,0.0090419673919677,simple_system_prompt_v1,True,False,False
PHLT-0393,52,gpt_5_6_sol,PHLT-N081,0d35086a-1c4d-4821-adc9-d245d71e450a,HealthBench,emergency_referrals,,natural,0.0385910701751708,simple_system_prompt_v1,True,False,False
PHLT-0394,429,claude_opus_4_8,PHLT-N082,04368b68-ab6a-424c-bb44-e54457f345e3,HealthBench,health_data_tasks,,natural,0.0030911540985103,simple_system_prompt_v1,True,False,False
PHLT-0395,267,glm_5_2,PHLT-N082,04368b68-ab6a-424c-bb44-e54457f345e3,HealthBench,health_data_tasks,,natural,0.0218103122711177,simple_system_prompt_v1,True,False,False
PHLT-0396,39,gpt_5_6_sol,PHLT-N082,04368b68-ab6a-424c-bb44-e54457f345e3,HealthBench,health_data_tasks,,natural,-0.007156181335449,simple_system_prompt_v1,True,False,False
PHLT-0397,140,claude_opus_4_8,PHLT-N083,063ee542-a044-4495-bdaa-4459445ba2c4,HealthBench,response_depth,,natural,0.0102286672592155,simple_system_prompt_v1,True,True,True
PHLT-0398,151,glm_5_2,PHLT-N083,063ee542-a044-4495-bdaa-4459445ba2c4,HealthBench,response_depth,,natural,0.0284137868881231,simple_system_prompt_v1,True,True,True
PHLT-0399,84,gpt_5_6_sol,PHLT-N083,063ee542-a044-4495-bdaa-4459445ba2c4,HealthBench,response_depth,,natural,0.0040354776382445,simple_system_prompt_v1,True,True,True
PHLT-0400,401,claude_opus_4_8,PHLT-N084,0132afdf-5be9-408d-bf8f-c06241320e07,HealthBench,health_data_tasks,,natural,0.0252793574333196,simple_system_prompt_v1,True,False,False
PHLT-0401,95,glm_5_2,PHLT-N084,0132afdf-5be9-408d-bf8f-c06241320e07,HealthBench,health_data_tasks,,natural,0.0474607133865356,simple_system_prompt_v1,True,False,False
PHLT-0402,31,gpt_5_6_sol,PHLT-N084,0132afdf-5be9-408d-bf8f-c06241320e07,HealthBench,health_data_tasks,,natural,0.0060494279861451,simple_system_prompt_v1,True,False,False
PHLT-0403,296,claude_opus_4_8,PHLT-N085,0cdca736-8edf-4c14-8cfe-4f706bf8db30,HealthBench,context_seeking,,natural,0.0311294460296629,simple_system_prompt_v1,True,False,False
PHLT-0404,25,glm_5_2,PHLT-N085,0cdca736-8edf-4c14-8cfe-4f706bf8db30,HealthBench,context_seeking,,natural,-0.0066544961929322,simple_system_prompt_v1,True,False,False
PHLT-0405,32,gpt_5_6_sol,PHLT-N085,0cdca736-8edf-4c14-8cfe-4f706bf8db30,HealthBench,context_seeking,,natural,0.0029804420471188,simple_system_prompt_v1,True,False,False
PHLT-0406,421,claude_opus_4_8,PHLT-N086,07ed45ab-d51a-4914-b836-5019168288a6,HealthBench,emergency_referrals,,natural,0.0597115635871889,simple_system_prompt_v1,True,False,False
PHLT-0407,93,glm_5_2,PHLT-N086,07ed45ab-d51a-4914-b836-5019168288a6,HealthBench,emergency_referrals,,natural,0.0170385932922365,simple_system_prompt_v1,True,False,False
PHLT-0408,294,gpt_5_6_sol,PHLT-N086,07ed45ab-d51a-4914-b836-5019168288a6,HealthBench,emergency_referrals,,natural,0.0470984506607052,simple_system_prompt_v1,True,False,False
PHLT-0409,139,claude_opus_4_8,PHLT-N087,00ef3f3b-1bd6-4439-8e05-7afe3bb7f22e,HealthBench,global_health,,natural,0.0160168695449831,simple_system_prompt_v1,True,False,False
PHLT-0410,259,glm_5_2,PHLT-N087,00ef3f3b-1bd6-4439-8e05-7afe3bb7f22e,HealthBench,global_health,,natural,0.0272853851318357,simple_system_prompt_v1,True,False,True
PHLT-0411,305,gpt_5_6_sol,PHLT-N087,00ef3f3b-1bd6-4439-8e05-7afe3bb7f22e,HealthBench,global_health,,natural,-0.0017314648628237,simple_system_prompt_v1,True,False,True
PHLT-0412,198,claude_opus_4_8,PHLT-N088,03983c89-088e-4d97-a381-5cbd85fdf56d,HealthBench,health_data_tasks,,natural,0.0465149974823004,simple_system_prompt_v1,True,False,False
PHLT-0413,395,glm_5_2,PHLT-N088,03983c89-088e-4d97-a381-5cbd85fdf56d,HealthBench,health_data_tasks,,natural,0.0228257131576539,simple_system_prompt_v1,True,False,False
PHLT-0414,65,gpt_5_6_sol,PHLT-N088,03983c89-088e-4d97-a381-5cbd85fdf56d,HealthBench,health_data_tasks,,natural,-0.0052802085876466,simple_system_prompt_v1,True,False,False
PHLT-0415,253,claude_opus_4_8,PHLT-N089,06197faf-d2a4-4542-9070-c3e4f5d5e10f,HealthBench,emergency_referrals,,natural,0.0116546726226811,simple_system_prompt_v1,True,True,True
PHLT-0416,262,glm_5_2,PHLT-N089,06197faf-d2a4-4542-9070-c3e4f5d5e10f,HealthBench,emergency_referrals,,natural,-0.0027509737014774,simple_system_prompt_v1,True,True,True
PHLT-0417,82,gpt_5_6_sol,PHLT-N089,06197faf-d2a4-4542-9070-c3e4f5d5e10f,HealthBench,emergency_referrals,,natural,0.0302778625488286,simple_system_prompt_v1,True,True,True
PHLT-0418,439,claude_opus_4_8,PHLT-N090,034d78e2-0873-4e4a-9621-735b51d0d020,HealthBench,health_data_tasks,,natural,0.045341453552246,simple_system_prompt_v1,True,False,False
PHLT-0419,78,glm_5_2,PHLT-N090,034d78e2-0873-4e4a-9621-735b51d0d020,HealthBench,health_data_tasks,,natural,0.0336301827430722,simple_system_prompt_v1,True,False,False
PHLT-0420,192,gpt_5_6_sol,PHLT-N090,034d78e2-0873-4e4a-9621-735b51d0d020,HealthBench,health_data_tasks,,natural,0.0102582025527961,simple_system_prompt_v1,True,False,False
PHLT-0421,63,claude_opus_4_8,PHLT-N091,00e6749c-cf12-49a1-9c4c-d29da0e08b9f,HealthBench,emergency_referrals,,natural,0.0370952510833744,simple_system_prompt_v1,True,False,False
PHLT-0422,419,glm_5_2,PHLT-N091,00e6749c-cf12-49a1-9c4c-d29da0e08b9f,HealthBench,emergency_referrals,,natural,0.0369127988815307,simple_system_prompt_v1,True,False,False
PHLT-0423,54,gpt_5_6_sol,PHLT-N091,00e6749c-cf12-49a1-9c4c-d29da0e08b9f,HealthBench,emergency_referrals,,natural,0.060428428649903,simple_system_prompt_v1,True,False,False
PHLT-0424,29,claude_opus_4_8,PHLT-N092,05dc5c73-5a4a-41f0-b132-1bd9cd4f362c,HealthBench,global_health,,natural,0.0055810260772704,simple_system_prompt_v1,True,False,False
PHLT-0425,90,glm_5_2,PHLT-N092,05dc5c73-5a4a-41f0-b132-1bd9cd4f362c,HealthBench,global_health,,natural,-0.0124880599975583,simple_system_prompt_v1,True,False,False
PHLT-0426,201,gpt_5_6_sol,PHLT-N092,05dc5c73-5a4a-41f0-b132-1bd9cd4f362c,HealthBench,global_health,,natural,0.0209067487716669,simple_system_prompt_v1,True,False,False
PHLT-0427,222,claude_opus_4_8,PHLT-N093,0ffe624a-dcb9-4171-ae75-f76277131be0,HealthBench,response_depth,,natural,0.0338753366470339,simple_system_prompt_v1,True,False,False
PHLT-0428,386,glm_5_2,PHLT-N093,0ffe624a-dcb9-4171-ae75-f76277131be0,HealthBench,response_depth,,natural,0.0084116435050964,simple_system_prompt_v1,True,False,False
PHLT-0429,280,gpt_5_6_sol,PHLT-N093,0ffe624a-dcb9-4171-ae75-f76277131be0,HealthBench,response_depth,,natural,0.0239649796485901,simple_system_prompt_v1,True,False,False
PHLT-0430,319,claude_opus_4_8,PHLT-N094,07d1085e-7852-4652-8d9f-e411da27cc51,HealthBench,health_data_tasks,,natural,-0.0210408592224125,simple_system_prompt_v1,True,False,False
PHLT-0431,190,glm_5_2,PHLT-N094,07d1085e-7852-4652-8d9f-e411da27cc51,HealthBench,health_data_tasks,,natural,-0.0026579999923708,simple_system_prompt_v1,True,False,False
PHLT-0432,295,gpt_5_6_sol,PHLT-N094,07d1085e-7852-4652-8d9f-e411da27cc51,HealthBench,health_data_tasks,,natural,0.0109534454345698,simple_system_prompt_v1,True,False,False
PHLT-0433,221,claude_opus_4_8,PHLT-N095,066b2844-bc33-4e6b-add8-6781ebab82e0,HealthBench,context_seeking,,natural,0.0777264714241026,simple_system_prompt_v1,True,False,False
PHLT-0434,263,glm_5_2,PHLT-N095,066b2844-bc33-4e6b-add8-6781ebab82e0,HealthBench,context_seeking,,natural,0.034228730201721,simple_system_prompt_v1,True,False,False
PHLT-0435,9,gpt_5_6_sol,PHLT-N095,066b2844-bc33-4e6b-add8-6781ebab82e0,HealthBench,context_seeking,,natural,0.0465834760665888,simple_system_prompt_v1,True,False,False
PHLT-0436,311,claude_opus_4_8,PHLT-N096,0148ec42-59ba-47d2-a1cb-3ea3ed5f5fa0,HealthBench,emergency_referrals,,natural,0.052637281417847,simple_system_prompt_v1,True,False,False
PHLT-0437,255,glm_5_2,PHLT-N096,0148ec42-59ba-47d2-a1cb-3ea3ed5f5fa0,HealthBench,emergency_referrals,,natural,0.0421410369873047,simple_system_prompt_v1,True,False,False
PHLT-0438,306,gpt_5_6_sol,PHLT-N096,0148ec42-59ba-47d2-a1cb-3ea3ed5f5fa0,HealthBench,emergency_referrals,,natural,0.017121229171753,simple_system_prompt_v1,True,False,False
PHLT-0439,232,claude_opus_4_8,PHLT-N097,0268c1d2-5a1c-4bf9-8aba-26fd3ecb1b71,HealthBench,responding_under_uncertainty,,natural,0.04720244884491,simple_system_prompt_v1,True,False,False
PHLT-0440,49,glm_5_2,PHLT-N097,0268c1d2-5a1c-4bf9-8aba-26fd3ecb1b71,HealthBench,responding_under_uncertainty,,natural,0.0231592369079587,simple_system_prompt_v1,True,False,False
PHLT-0441,405,gpt_5_6_sol,PHLT-N097,0268c1d2-5a1c-4bf9-8aba-26fd3ecb1b71,HealthBench,responding_under_uncertainty,,natural,0.0544983530044556,simple_system_prompt_v1,True,False,False
PHLT-0442,357,claude_opus_4_8,PHLT-N098,029a8500-7987-4d8f-a9d2-a7d078aa8bb0,HealthBench,response_depth,,natural,0.0018258047103882,simple_system_prompt_v1,True,False,False
PHLT-0443,343,glm_5_2,PHLT-N098,029a8500-7987-4d8f-a9d2-a7d078aa8bb0,HealthBench,response_depth,,natural,0.0288395690917964,simple_system_prompt_v1,True,False,False
PHLT-0444,189,gpt_5_6_sol,PHLT-N098,029a8500-7987-4d8f-a9d2-a7d078aa8bb0,HealthBench,response_depth,,natural,0.0056187582015985,simple_system_prompt_v1,False,False,False
PHLT-0445,236,claude_opus_4_8,PHLT-N099,0831091e-6ec3-4415-9b92-04f1da8544e3,HealthBench,expertise_tailored_communication,,natural,0.0282118821144101,simple_system_prompt_v1,True,False,False
PHLT-0446,73,glm_5_2,PHLT-N099,0831091e-6ec3-4415-9b92-04f1da8544e3,HealthBench,expertise_tailored_communication,,natural,0.0236641359329223,simple_system_prompt_v1,True,False,False
PHLT-0447,390,gpt_5_6_sol,PHLT-N099,0831091e-6ec3-4415-9b92-04f1da8544e3,HealthBench,expertise_tailored_communication,,natural,0.0199813222885132,simple_system_prompt_v1,True,False,False
