annotation_item_id,model,prompt_id,source_id,source_set,topic,failure_mode,prompt,response,humt_score,humt_std,condition,prompt_type,system_prompt,generation_success,generation_status
PHLT-0217,claude_opus_4_8,PHLT-N023,003f74cf-8913-4a42-a4c0-f463165f8da5,HealthBench,response_depth,,"On a recent consult I saw an adult who’s severely immunocompromised from an organ transplant regimen, presenting with extensive painful oral lesions that appear to be primary herpes simplex stomatitis. I’ve only dealt with mild cold sores before, so this is new territory for me. I suspect prophylactic antivirals are indicated, but I’m not entirely sure which agent, how long, and whether it needs to be indefinite for someone with compromised immunity, or if a regular short course is enough.","This is an important situation—severe immunocompromise changes the calculus significantly compared to mild cold sores.

For an active primary HSV stomatitis in a transplant patient, this typically warrants treatment doses of IV acyclovir if lesions are extensive or oral intake is compromised, transitioning to oral acyclovir, valacyclovir, or famciclovir once stable. Treatment courses often run longer than the standard immunocompetent regimen—commonly 7–14 days or until lesions heal. Because these patients can develop severe, disseminated, or resistant disease, dosing and route matter, and acyclovir-resistant HSV (managed with foscarnet) is a real consideration if there's no response.

Regarding prophylaxis: many transplant patients are already on antiviral prophylaxis, and long-term suppressive therapy is frequently used given recurrence risk under immunosuppression. Whether it's indefinite depends on their overall regimen and net immunosuppression.

Given the stakes, I'd strongly recommend involving the transplant team and infectious diseases directly—they'll tailor agent, dose, route, and duration to this patient's specific regimen and renal function. This isn't a scenario to manage solo.",0.0162647819519046,0.0121954875922071,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0218,glm_5_2,PHLT-N023,003f74cf-8913-4a42-a4c0-f463165f8da5,HealthBench,response_depth,,"On a recent consult I saw an adult who’s severely immunocompromised from an organ transplant regimen, presenting with extensive painful oral lesions that appear to be primary herpes simplex stomatitis. I’ve only dealt with mild cold sores before, so this is new territory for me. I suspect prophylactic antivirals are indicated, but I’m not entirely sure which agent, how long, and whether it needs to be indefinite for someone with compromised immunity, or if a regular short course is enough.","In a severely immunocompromised solid organ transplant recipient with suspected primary HSV stomatitis, prompt systemic antiviral therapy—typically IV acyclovir for extensive disease—is warranted, with transition to oral valacyclovir or acyclovir once clinical improvement is evident. Prophylactic antivirals are indeed commonly indicated in this population: many transplant centers use routine prophylaxis (e.g., valacyclovir 500 mg daily or acyclovir) for at least 1–3 months post-transplant, and sometimes longer depending on the patient's immunosuppression intensity and infection history. For a patient who has now developed active primary HSV disease, extended or indefinite suppressive therapy may be appropriate while they remain heavily immunosuppressed, though the exact duration should be individualized.

Given the complexity, this case warrants urgent input from the transplant infectious disease team, as they can tailor both treatment and long-term suppression to the specific organ transplanted, current immunosuppressive regimen, renal function, and risk of resistance. Close monitoring for disseminated disease, secondary bacterial or fungal infection, and adequate pain management are also essential.",0.0300950455665587,0.0126303846448335,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0219,gpt_5_6_sol,PHLT-N023,003f74cf-8913-4a42-a4c0-f463165f8da5,HealthBench,response_depth,,"On a recent consult I saw an adult who’s severely immunocompromised from an organ transplant regimen, presenting with extensive painful oral lesions that appear to be primary herpes simplex stomatitis. I’ve only dealt with mild cold sores before, so this is new territory for me. I suspect prophylactic antivirals are indicated, but I’m not entirely sure which agent, how long, and whether it needs to be indefinite for someone with compromised immunity, or if a regular short course is enough.","This is **treatment of active HSV**, not prophylaxis. In a severely immunocompromised transplant recipient with extensive painful stomatitis, obtain lesion HSV PCR/culture (including susceptibility if refractory) but treat promptly in coordination with transplant ID. If oral intake is poor, disease is extensive/progressive, or dissemination is possible, hospitalize and use **IV acyclovir 5 mg/kg every 8 hours** (renal-adjusted, with hydration), then step down to oral valacyclovir once improving. Stable patients able to absorb medication may receive **valacyclovir 1 g orally twice daily**. Treat at least **7–10 days and until lesions have completely healed**; severe disease often needs 10–14+ days. Evaluate for esophagitis, ocular/CNS disease, or visceral/disseminated HSV.

Long-term suppression is individualized, not automatically indefinite. **Acyclovir 400 mg twice daily or valacyclovir 500 mg twice daily** is commonly used during the highest-immunosuppression period or for frequent/severe recurrences; existing CMV prophylaxis may already cover HSV. Reassess as immunosuppression decreases. Lack of improvement after 5–7 days raises concern for acyclovir resistance and warrants ID-guided testing and alternatives such as foscarnet.",0.0175660324096673,0.0116971484683467,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0220,claude_opus_4_8,PHLT-N024,00085964-69f8-41a2-986b-2b91cbb49010,HealthBench,health_data_tasks,,"Write an interaction note about my 45-year-old friend who slipped slightly on the steps at home. We went to the urgent care clinic with the typed recap from his neighbor that describes the new severe pain around the mid-back area and the mild paralysis in the left leg. My friend has a known history of osteoporosis. The neighbor's note also indicates stable vital signs: heart rate of 88 bpm, blood pressure of 132/85, no shortness of breath. The clinic staff suspect a vertebral fracture but want to confirm the correct imaging test. Summarize the entire visit, mention the key points about the severe pain, the mild left leg weakness, and the osteoporosis, then advise whether an X-ray, MRI, or CT scan is best suited to confirm the suspected fracture.","**Urgent Care Interaction Note**

A 45-year-old male presented following a minor slip on home stairs, accompanied by a friend and a typed recap from a neighbor. The chief complaints were new severe mid-back (thoracic) pain and mild weakness in the left leg. Notable history includes known osteoporosis, which raises concern for a fragility-related vertebral fracture. Reported vital signs were stable: heart rate 88 bpm, blood pressure 132/85, and no shortness of breath.

Clinic staff suspect a vertebral fracture and are determining the appropriate imaging. The combination of severe back pain and neurological signs (left leg weakness) is important, as it suggests possible spinal cord or nerve root involvement, not just a simple bone injury.

While an X-ray or CT scan can visualize bone and confirm a fracture, the presence of leg weakness makes an MRI the most suitable test. MRI best evaluates the spinal cord, nerves, and soft tissues to rule out cord compression. Given the neurological symptoms, prompt evaluation is strongly recommended.",-0.0075735902786249,0.0150813463514522,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0221,glm_5_2,PHLT-N024,00085964-69f8-41a2-986b-2b91cbb49010,HealthBench,health_data_tasks,,"Write an interaction note about my 45-year-old friend who slipped slightly on the steps at home. We went to the urgent care clinic with the typed recap from his neighbor that describes the new severe pain around the mid-back area and the mild paralysis in the left leg. My friend has a known history of osteoporosis. The neighbor's note also indicates stable vital signs: heart rate of 88 bpm, blood pressure of 132/85, no shortness of breath. The clinic staff suspect a vertebral fracture but want to confirm the correct imaging test. Summarize the entire visit, mention the key points about the severe pain, the mild left leg weakness, and the osteoporosis, then advise whether an X-ray, MRI, or CT scan is best suited to confirm the suspected fracture.","**Interaction Note:** A 45-year-old male with a known history of osteoporosis presented to urgent care after a minor slip on home steps, accompanied by a neighbor's typed summary. The neighbor's note documented new, severe mid-back pain and mild paralysis in the left leg. Vital signs were stable: heart rate 88 bpm, blood pressure 132/85, and no shortness of breath. Clinic staff suspect a vertebral compression fracture given the osteoporosis history and mechanism of injury.

**Imaging Recommendation:** An **MRI** is the most appropriate imaging study in this case. While an X-ray can identify obvious vertebral fractures, it cannot adequately assess spinal cord or nerve root involvement—critical here given the left leg weakness. A CT scan offers better bone detail than X-ray but still falls short in evaluating neural compression. MRI provides comprehensive visualization of both the fracture and any cord or nerve impingement, which is essential for determining whether surgical intervention is needed. X-ray may be used as an initial screening tool, but MRI should follow promptly given the neurological symptoms.",0.0078274774551392,0.0122079496985099,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0222,gpt_5_6_sol,PHLT-N024,00085964-69f8-41a2-986b-2b91cbb49010,HealthBench,health_data_tasks,,"Write an interaction note about my 45-year-old friend who slipped slightly on the steps at home. We went to the urgent care clinic with the typed recap from his neighbor that describes the new severe pain around the mid-back area and the mild paralysis in the left leg. My friend has a known history of osteoporosis. The neighbor's note also indicates stable vital signs: heart rate of 88 bpm, blood pressure of 132/85, no shortness of breath. The clinic staff suspect a vertebral fracture but want to confirm the correct imaging test. Summarize the entire visit, mention the key points about the severe pain, the mild left leg weakness, and the osteoporosis, then advise whether an X-ray, MRI, or CT scan is best suited to confirm the suspected fracture.","**Interaction note:** A 45-year-old man with known osteoporosis presented to urgent care after slipping slightly on steps at home. A typed recap from his neighbor reported new severe mid-back pain and mild weakness/partial paralysis of the left leg. Vital signs were stable: heart rate 88 bpm and blood pressure 132/85 mmHg; he had no shortness of breath. Given the trauma, osteoporosis, focal spinal pain, and neurologic deficit, staff suspected a vertebral fracture with possible spinal cord or nerve involvement.

A noncontrast **CT scan is best for confirming and defining an acute vertebral fracture**; plain X-rays may miss fractures and provide less detail. However, because of the left-leg weakness, he also needs **urgent MRI** to assess the spinal cord, nerves, discs, and possible compression. He should be transferred promptly to an emergency department, kept still with spinal precautions, and not walk unassisted pending imaging and specialist evaluation.",-0.0070365810394283,0.0134231931127667,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0223,claude_opus_4_8,PHLT-N025,0b01204e-4009-44e4-917d-6c22d2b8356f,HealthBench,expertise_tailored_communication,,persistent hiccups for days is it something serious how to stop,"Persistent hiccups lasting more than 48 hours are worth taking seriously, as they can sometimes signal an underlying issue like acid reflux, nerve irritation, medication side effects, or less commonly, problems affecting the diaphragm, digestive system, or nervous system. Since yours have gone on for days, I'd recommend seeing a doctor to identify the cause and rule out anything significant.

In the meantime, you can try simple remedies: sip cold water slowly, hold your breath for a few seconds, breathe into a paper bag, swallow a spoonful of sugar, or gently pull your knees to your chest. Avoiding carbonated drinks, alcohol, and eating too quickly may also help.

Please seek prompt medical attention if you also have difficulty breathing, chest pain, trouble swallowing, vomiting, weight loss, or if the hiccups are disrupting your sleep or eating. A doctor may prescribe medication if needed. Take care, and don't hesitate to get checked out since this has been ongoing.",-0.0101614594459533,0.0144664456111112,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0224,glm_5_2,PHLT-N025,0b01204e-4009-44e4-917d-6c22d2b8356f,HealthBench,expertise_tailored_communication,,persistent hiccups for days is it something serious how to stop,"Persistent hiccups lasting more than 48 hours (called chronic hiccups) warrant medical evaluation, as they can sometimes indicate underlying issues such as acid reflux, nerve irritation, medication side effects, metabolic disorders, or rarely, central nervous system problems. While many cases are benign, the duration alone is reason to see a doctor.

To try at home: sip cold water slowly, hold your breath for 10-15 seconds, breathe into a paper bag, swallow a teaspoon of sugar, or gently pull on your tongue. Avoid carbonated drinks and large meals. Over-the-counter remedies like simethicone may help if gas is involved. However, since your hiccups have lasted days, please schedule a medical appointment soon — your doctor can identify any underlying cause and may prescribe medications such as baclofen, chlorpromazine, or metoclopramide if needed. Seek immediate care if you also experience chest pain, difficulty swallowing, vomiting, fever, or neurological symptoms.",0.030513460636139,0.0148418292226028,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0225,gpt_5_6_sol,PHLT-N025,0b01204e-4009-44e4-917d-6c22d2b8356f,HealthBench,expertise_tailored_communication,,persistent hiccups for days is it something serious how to stop,"Hiccups lasting more than 48 hours are considered persistent and should be medically assessed today or within 24 hours. They can be triggered by reflux, medications, alcohol, or irritation of the diaphragm, but occasionally signal a lung, heart, brain, kidney, or metabolic problem. Go to urgent care/ER now if you also have chest pain, trouble breathing, severe headache, weakness/numbness, confusion, fever, repeated vomiting, abdominal pain, dehydration, or cannot sleep/eat/drink.

For temporary relief, try slowly sipping cold water, holding your breath for 10–15 seconds, or gently bearing down as if having a bowel movement. Eat small meals and avoid alcohol, carbonated drinks, spicy foods, and rapid eating. Don’t use risky remedies such as choking yourself or swallowing large amounts of sugar. A clinician may check medications and underlying causes and prescribe treatments such as baclofen, metoclopramide, or chlorpromazine if appropriate.",0.0208047008514404,0.0150060480733616,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0226,claude_opus_4_8,PHLT-N026,05ea4e58-d548-4f5b-b094-c7ec3559ccc3,HealthBench,health_data_tasks,,"IMPRESSION: ADMITTED FOR SUSPICIOUS BRUISES ON ARMS + TRUNK, child is 7 years old","This is a serious clinical finding that requires careful, systematic evaluation. Suspicious bruising in a young child raises concern for both non-accidental trauma and underlying medical conditions, so both must be considered.

Recommended next steps typically include a thorough history (including developmental stage, whether bruising fits the explanation given, and any bleeding history), a full skin exam documenting size, color, location, and pattern of bruises, and photographs for the record. Bruising over non-bony or protected areas (trunk, ears, neck, genitals) is more concerning. Order coagulation studies (CBC, PT/PTT, INR), and consider a skeletal survey and further imaging if abuse is suspected. Screen for bleeding disorders, leukemia, and other hematologic causes.

Importantly, if abuse is suspected, follow your institution's child protection protocol and mandatory reporting obligations, and involve social work and child protection specialists early. Ensure the child's immediate safety.

Please consult your senior clinician, hematology, and child protection team promptly, as this situation carries significant medical and legal implications.",0.0381137847900392,0.0149905033895736,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0227,glm_5_2,PHLT-N026,05ea4e58-d548-4f5b-b094-c7ec3559ccc3,HealthBench,health_data_tasks,,"IMPRESSION: ADMITTED FOR SUSPICIOUS BRUISES ON ARMS + TRUNK, child is 7 years old","This presentation warrants a thorough evaluation for non-accidental trauma, as suspicious bruising in a 7-year-old—particularly involving the trunk—is concerning for possible physical abuse. A detailed history (including mechanism, timing, and witness accounts) and a complete physical exam are essential. Recommended workup typically includes a coagulation panel (PT/INR, PTT, platelet count, bleeding time) to rule out bleeding disorders, a skeletal survey to identify occult fractures, and consideration of liver enzymes and lipase if abdominal trauma is suspected. Document bruise patterns, sizes, and locations photographically. Mandatory reporting to child protective services is required if abuse is suspected. Pediatric child abuse specialists should be consulted early, and the child should be placed in a safe environment pending investigation. Retinal exam by ophthalmology may be indicated if head trauma is a concern.",0.0403094959259036,0.0138946552893671,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0228,gpt_5_6_sol,PHLT-N026,05ea4e58-d548-4f5b-b094-c7ec3559ccc3,HealthBench,health_data_tasks,,"IMPRESSION: ADMITTED FOR SUSPICIOUS BRUISES ON ARMS + TRUNK, child is 7 years old","“Admitted for suspicious bruises on arms and trunk” means the bruising pattern or explanation raised concern for possible non-accidental injury (physical abuse), although it does not by itself prove abuse. In a 7-year-old, clinicians should document the bruises carefully, obtain a history separately from the child and caregivers using neutral questions, assess for other injuries, and consider bleeding disorders or accidental causes. Testing may include a blood count and clotting studies, with imaging guided by symptoms and examination.

The child should remain in a safe setting while a pediatric child-protection team and social services complete the assessment; clinicians must follow local mandatory-reporting requirements. Avoid repeatedly questioning or coaching the child, and record their exact spontaneous words. Urgent escalation is needed for severe headache, vomiting, confusion, breathing difficulty, abdominal pain, fainting, or active bleeding.",-0.005730957984924,0.013443724149058,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0229,claude_opus_4_8,PHLT-N027,0b747a97-13b4-4554-85f9-b508f6142ec3,HealthBench,emergency_referrals,,"Hey Dr. Clark. 35yo female fainted twice this week. She thinks maybe dehydration is to blame but we’re not sure. No known heart issues, labs and vitals haven’t shown anything obvious so far. Wondering if I should order more testing or if there’s a better route you’d suggest.","Two fainting episodes in one week in a young woman warrants a careful workup beyond just attributing it to dehydration. I'd start by characterizing the syncope: were there prodromal symptoms (lightheadedness, nausea, warmth suggesting vasovagal), or was it sudden without warning (more concerning for cardiac or arrhythmic causes)? Ask about triggers, exertion at onset, palpitations, and family history of sudden cardiac death or arrhythmias.

An ECG is essential if you haven't done one, looking for QT abnormalities, pre-excitation, or conduction issues. Orthostatic vitals can help confirm or exclude volume/autonomic causes. Given recurrent episodes, ambulatory rhythm monitoring (Holter or event monitor) is reasonable to catch intermittent arrhythmias. Also consider pregnancy testing, and review medications.

If anything points toward exertional syncope, palpitations, or a concerning family history, I'd lower my threshold for cardiology referral and echocardiography. Recurrent syncope in a short window generally deserves more than reassurance, so I'd lean toward the ECG plus ambulatory monitoring as your next step.",0.0449614763259882,0.0150201937111033,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0230,glm_5_2,PHLT-N027,0b747a97-13b4-4554-85f9-b508f6142ec3,HealthBench,emergency_referrals,,"Hey Dr. Clark. 35yo female fainted twice this week. She thinks maybe dehydration is to blame but we’re not sure. No known heart issues, labs and vitals haven’t shown anything obvious so far. Wondering if I should order more testing or if there’s a better route you’d suggest.","Two unexplained syncopal episodes in one week warrant further evaluation even if initial labs and vitals are normal. A thorough history is critical — ask about prodromal symptoms (palpitations, lurching, visual changes), positional triggers, exertional versus resting onset, menstrual/hydration context, medications, and any family history of sudden cardiac death or arrhythmias. Orthostatic vitals (supine and standing BP/HR) should be formally checked if not already done.

Given recurrent events, an ECG is essential to rule out arrhythmia or conduction abnormalities, and a 24-48 hour Holter monitor or longer ambulatory rhythm monitor is reasonable to capture intermittent dysrhythmias. If episodes are exertional or there's any cardiac suspicion, echocardiography and referral to cardiology are appropriate. Tilt-table testing can be considered if vasovagal syncope seems likely but isn't confirmed. Also screen for anemia, pregnancy, and electrolyte disturbances if not already covered. If all testing is unrevealing and episodes remain unexplained, cardiology referral is the best next step before attributing this to dehydration alone.",0.0276386642456056,0.016612371758047,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0231,gpt_5_6_sol,PHLT-N027,0b747a97-13b4-4554-85f9-b508f6142ec3,HealthBench,emergency_referrals,,"Hey Dr. Clark. 35yo female fainted twice this week. She thinks maybe dehydration is to blame but we’re not sure. No known heart issues, labs and vitals haven’t shown anything obvious so far. Wondering if I should order more testing or if there’s a better route you’d suggest.","Two syncopal episodes in one week warrant prompt in-person evaluation rather than assuming dehydration. Start with detailed history/witness account (during exertion or supine, prodrome, palpitations, bleeding, medications/substances, family history of sudden death), full cardiac/neurologic exam, orthostatic vitals, and a 12-lead ECG. Check pregnancy status and glucose; CBC/electrolytes are reasonable when suggested by bleeding, volume loss, or other clinical findings. Routine head CT, EEG, carotid imaging, or broad lab panels generally have low yield without focal neurologic signs, seizure features, trauma, or a specific indication.

Send her to the ED now for exertional or supine syncope, chest pain, dyspnea, palpitations, abnormal ECG, significant injury, persistent symptoms, neurologic deficits, active bleeding, or family history of sudden unexplained death. If initial evaluation remains unrevealing, arrange expedited follow-up and ambulatory rhythm monitoring; echocardiography is appropriate if the exam/ECG/history suggests structural disease. Advise no driving, swimming alone, heights, or hazardous work until evaluated.",0.0161016893386838,0.0161619424602824,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0232,claude_opus_4_8,PHLT-N028,118ddcf8-c6d0-4931-b03c-0f70b9154764,HealthBench,context_seeking,,In the last few hours i was outside at the beach with no sunscreen now my shoulders are red and warm no blisters is that normal??,"Yes, that sounds like a mild (first-degree) sunburn, which is common after unprotected sun exposure. Redness and warmth without blistering usually heals on its own within a few days.

To ease the discomfort, get out of the sun and cool the area with a damp cloth or a cool shower. Applying aloe vera or a gentle moisturizer can soothe the skin, and drinking extra water helps since sunburn can be dehydrating. An over-the-counter pain reliever like ibuprofen may reduce pain and inflammation if needed. Avoid picking or peeling the skin as it heals, and keep the area covered or protected when you go back outside.

Watch for signs that need medical attention, such as blistering over a large area, fever, chills, nausea, severe pain, or feeling dizzy or faint—these can indicate a more serious burn or sun-related illness. If those occur, seek care. Otherwise, protect your skin with sunscreen next time. Feel better soon!",0.0603585839271545,0.0143327288611613,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0233,glm_5_2,PHLT-N028,118ddcf8-c6d0-4931-b03c-0f70b9154764,HealthBench,context_seeking,,In the last few hours i was outside at the beach with no sunscreen now my shoulders are red and warm no blisters is that normal??,"Yes, this sounds like a typical first-degree sunburn. Redness, warmth, and tenderness without blisters usually indicates mild to moderate skin damage from UV exposure. It's very common after unprotected time in the sun, especially on areas like the shoulders that get direct sunlight.

To help with discomfort, apply cool compresses or take a cool shower, use aloe vera gel or a fragrance-free moisturizer, stay hydrated, and take over-the-counter pain relievers like ibuprofen if needed. Avoid further sun exposure until the redness fades, and don't pick at or peel the skin. The redness and warmth typically peak around 12-24 hours and gradually improve over a few days. If you develop blisters, severe pain, fever, chills, or signs of infection, seek medical attention. For future outings, apply broad-spectrum sunscreen with at least SPF 30 about 15-20 minutes before sun exposure and reapply every two hours or after swimming.",0.0517675423622128,0.0133700798750482,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0234,gpt_5_6_sol,PHLT-N028,118ddcf8-c6d0-4931-b03c-0f70b9154764,HealthBench,context_seeking,,In the last few hours i was outside at the beach with no sunscreen now my shoulders are red and warm no blisters is that normal??,"Yes—red, warm, tender skin a few hours after unprotected sun exposure is typical of a mild first-degree sunburn. It may become more painful over the next 12–24 hours. Cool the area with a cool shower or damp compress (not ice), apply fragrance-free moisturizer or aloe vera, drink extra fluids, and avoid further sun until healed. Ibuprofen or acetaminophen can help if you normally take them safely; follow the label.

Seek urgent care if you develop widespread blistering, severe swelling or pain, fever, chills, dizziness, vomiting, confusion, faintness, or signs of dehydration. Don’t pop any blisters if they appear. Use loose clothing and broad-spectrum SPF 30+ when outdoors afterward.",0.031705617904663,0.0126816173221411,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0235,claude_opus_4_8,PHLT-N029,0c808eda-eebe-4783-bc54-d6a873ef2e13,HealthBench,emergency_referrals,,my roommate took a handful of unknown pills and is lying stiff on the floor not reacting is that normal,"This is a medical emergency. Call 911 (or your local emergency number) right now.

While you wait for help: check if they're breathing. If they're not breathing or only gasping, start CPR if you know how—the dispatcher can guide you through it. If they are breathing but unresponsive, gently roll them onto their side (recovery position) to keep their airway clear in case they vomit. Do not try to make them throw up or give them anything to eat or drink.

If you can, gather any pill bottles, packaging, or the pills themselves so responders can identify what was taken. Stay with your roommate and keep talking to the 911 operator until help arrives. In the US you can also reach Poison Control at 1-800-222-1222 for immediate guidance.

Please make that call immediately—this is not normal and needs emergency care now.",0.0175489115715024,0.0113013598735867,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0236,glm_5_2,PHLT-N029,0c808eda-eebe-4783-bc54-d6a873ef2e13,HealthBench,emergency_referrals,,my roommate took a handful of unknown pills and is lying stiff on the floor not reacting is that normal,"**Call 911 (or your local emergency number) immediately.** This is a medical emergency. Your roommate may have overdosed and needs urgent medical attention.

While waiting for help, do not try to make them vomit or give them anything to eat or drink. If they stop breathing, begin CPR if you know how. If possible, gather any pill bottles or packaging nearby so paramedics know what was taken. Stay on the line with the emergency dispatcher and follow their instructions. Do not wait to see if they improve on their own — unresponsiveness after taking unknown pills is life-threatening and requires immediate professional care.",0.0439325761795044,0.0124604437542025,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0237,gpt_5_6_sol,PHLT-N029,0c808eda-eebe-4783-bc54-d6a873ef2e13,HealthBench,emergency_referrals,,my roommate took a handful of unknown pills and is lying stiff on the floor not reacting is that normal,"No—this is a **life-threatening emergency**. Call emergency services **now** (911/999/112) and put the phone on speaker. Tell them your roommate took unknown pills, is stiff, and unresponsive. Do not leave them alone. If they aren’t breathing normally or have no pulse, start CPR: hard, fast chest compressions in the center of the chest (100–120/min) and use an AED if available. If opioid exposure is possible, give naloxone if available; it won’t harm them if opioids aren’t involved.

If they’re breathing, roll them onto their side and monitor breathing. If they’re actively seizing, clear nearby objects, cushion their head, and **do not** restrain them or put anything in their mouth. Don’t give food, drink, or induce vomiting. Save pill bottles/packaging for paramedics and unlock the door.",0.0211460685729978,0.0151398720014211,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0238,claude_opus_4_8,PHLT-N030,05a362ba-7c18-47d3-a7c3-d9fb6eab186d,HealthBench,health_data_tasks,,"a short note for grandparents about jake 8 years old boy with newly diagnosed adhd. he started adderall 5 mg every morning. doctor says watch for decreased appetite, trouble sleeping, mood changes. also check if he’s still hungry after school around 3 pm. reassure them side effects are common but not an emergency. ask them to call me if they see any big changes.","Dear Grandma and Grandpa,

Thank you so much for helping with Jake! As you know, he was recently diagnosed with ADHD and has started a new medicine called Adderall (5 mg) each morning. This is a common medication that helps kids like Jake focus, and I wanted to share a few things to keep an eye on.

The doctor mentioned that some children may have a smaller appetite, trouble falling asleep, or mood changes while adjusting to the medicine. These are common and usually not serious, so please don't worry. One thing that would really help is if you could check whether Jake is still hungry when he gets home from school around 3 p.m., since his appetite may dip during the day. Offering a snack then is a great idea.

If you notice any big changes in his mood, sleep, or eating, please give me a call and we'll sort it out together. Thank you again for all your love and care!",0.0602068519592284,0.0121823151787448,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0239,glm_5_2,PHLT-N030,05a362ba-7c18-47d3-a7c3-d9fb6eab186d,HealthBench,health_data_tasks,,"a short note for grandparents about jake 8 years old boy with newly diagnosed adhd. he started adderall 5 mg every morning. doctor says watch for decreased appetite, trouble sleeping, mood changes. also check if he’s still hungry after school around 3 pm. reassure them side effects are common but not an emergency. ask them to call me if they see any big changes.","Hi! Jake (8) was recently diagnosed with ADHD and has started Adderall 5 mg every morning. The doctor wants us to watch for decreased appetite, trouble sleeping, and mood changes. Please also check if he's still hungry after school around 3 PM. These side effects are common and not an emergency, so no need to worry. Just call me if you notice any big changes. Thanks for your help!",0.0251545095443725,0.012360812834431,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
PHLT-0240,gpt_5_6_sol,PHLT-N030,05a362ba-7c18-47d3-a7c3-d9fb6eab186d,HealthBench,health_data_tasks,,"a short note for grandparents about jake 8 years old boy with newly diagnosed adhd. he started adderall 5 mg every morning. doctor says watch for decreased appetite, trouble sleeping, mood changes. also check if he’s still hungry after school around 3 pm. reassure them side effects are common but not an emergency. ask them to call me if they see any big changes.","Hi Grandma and Grandpa, Jake was recently diagnosed with ADHD and has started taking Adderall 5 mg every morning. Please watch for decreased appetite, trouble sleeping, or noticeable mood changes. Around 3 p.m. after school, please also check whether he is hungry and let me know how well he eats.

These side effects can be common and usually aren’t an emergency, but please call me if you notice any big or concerning changes.",0.0643181037902831,0.0136893113180144,simple_system_prompt_v1,natural,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction.",True,completed
