annotation_item_id,presentation_order,model,prompt_id,source_id,source,topic,failure_mode,prompt_type,humt_score,condition,source_annotation_id,prompt_translated,response_translated,humt_join_note
PEDU-0286,261,claude_opus_4_8,PEDU-N046,6142712_45,Bridge,5.1A.Multiplying Whole Numbers,,natural,0.0354546785354616,simple_system_prompt_v1,edu_nat_claude_opus_4_8_046,False,False,
PEDU-0287,279,glm_5_2,PEDU-N046,6142712_45,Bridge,5.1A.Multiplying Whole Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_046,False,False,humt_file_missing
PEDU-0288,12,gpt_5_6_sol,PEDU-N046,6142712_45,Bridge,5.1A.Multiplying Whole Numbers,,natural,0.0170158886909481,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_046,False,False,
PEDU-0289,13,claude_opus_4_8,PEDU-N047,6383453_36,Bridge,4.4G.Dividing with Remainders,,natural,0.0132350158691409,simple_system_prompt_v1,edu_nat_claude_opus_4_8_047,False,False,
PEDU-0290,417,glm_5_2,PEDU-N047,6383453_36,Bridge,4.4G.Dividing with Remainders,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_047,False,False,humt_file_missing
PEDU-0291,345,gpt_5_6_sol,PEDU-N047,6383453_36,Bridge,4.4G.Dividing with Remainders,,natural,-0.0069050288200376,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_047,False,False,
PEDU-0292,256,claude_opus_4_8,PEDU-N048,5000773,MathDial,relevant_vs_irrelevant_info,,natural,0.0061620354652403,simple_system_prompt_v1,edu_nat_claude_opus_4_8_048,False,False,
PEDU-0293,384,glm_5_2,PEDU-N048,5000773,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_048,False,False,humt_file_missing
PEDU-0294,387,gpt_5_6_sol,PEDU-N048,5000773,MathDial,relevant_vs_irrelevant_info,,natural,-0.0009074330329896,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_048,False,False,
PEDU-0295,115,claude_opus_4_8,PEDU-N049,6377147_120,Bridge,4.6B.Symmetry,,natural,0.0123152494430538,simple_system_prompt_v1,edu_nat_claude_opus_4_8_049,False,False,
PEDU-0296,199,glm_5_2,PEDU-N049,6377147_120,Bridge,4.6B.Symmetry,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_049,False,False,humt_file_missing
PEDU-0297,196,gpt_5_6_sol,PEDU-N049,6377147_120,Bridge,4.6B.Symmetry,,natural,-0.0057412910461422,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_049,False,False,
PEDU-0298,110,claude_opus_4_8,PEDU-N050,6315993_39,Bridge,3.8B.Pictographs,,natural,0.0217543601989742,simple_system_prompt_v1,edu_nat_claude_opus_4_8_050,False,False,
PEDU-0299,314,glm_5_2,PEDU-N050,6315993_39,Bridge,3.8B.Pictographs,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_050,False,False,humt_file_missing
PEDU-0300,176,gpt_5_6_sol,PEDU-N050,6315993_39,Bridge,3.8B.Pictographs,,natural,0.0411851501464841,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_050,False,False,
PEDU-0301,113,claude_opus_4_8,PEDU-N051,4233171_67,Bridge,4.9A.Converting Units of Measure,,natural,0.0381018114089966,simple_system_prompt_v1,edu_nat_claude_opus_4_8_051,False,False,
PEDU-0302,153,glm_5_2,PEDU-N051,4233171_67,Bridge,4.9A.Converting Units of Measure,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_051,False,False,humt_file_missing
PEDU-0303,119,gpt_5_6_sol,PEDU-N051,4233171_67,Bridge,4.9A.Converting Units of Measure,,natural,0.0014259505271914,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_051,False,False,
PEDU-0304,353,claude_opus_4_8,PEDU-N052,5000831,MathDial,relevant_vs_irrelevant_info,,natural,0.0111220502853397,simple_system_prompt_v1,edu_nat_claude_opus_4_8_052,False,False,
PEDU-0305,96,glm_5_2,PEDU-N052,5000831,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_052,False,False,humt_file_missing
PEDU-0306,91,gpt_5_6_sol,PEDU-N052,5000831,MathDial,relevant_vs_irrelevant_info,,natural,0.0184465098381041,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_052,False,False,
PEDU-0307,275,claude_opus_4_8,PEDU-N053,4176036_21,Bridge,3.4A.Subtracting Whole Numbers,,natural,0.017423701286316,simple_system_prompt_v1,edu_nat_claude_opus_4_8_053,False,False,
PEDU-0308,367,glm_5_2,PEDU-N053,4176036_21,Bridge,3.4A.Subtracting Whole Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_053,False,False,humt_file_missing
PEDU-0309,26,gpt_5_6_sol,PEDU-N053,4176036_21,Bridge,3.4A.Subtracting Whole Numbers,,natural,0.0160740900039675,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_053,False,False,
PEDU-0310,177,claude_opus_4_8,PEDU-N054,5000345,MathDial,relevant_vs_irrelevant_info,,natural,0.0201040506362915,simple_system_prompt_v1,edu_nat_claude_opus_4_8_054,False,False,
PEDU-0311,203,glm_5_2,PEDU-N054,5000345,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_054,False,False,humt_file_missing
PEDU-0312,167,gpt_5_6_sol,PEDU-N054,5000345,MathDial,relevant_vs_irrelevant_info,,natural,0.0399435567855839,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_054,False,False,
PEDU-0313,209,claude_opus_4_8,PEDU-N055,4055603_103,Bridge,3.2B.Multiples of Ten,,natural,0.0253979754447937,simple_system_prompt_v1,edu_nat_claude_opus_4_8_055,False,False,
PEDU-0314,362,glm_5_2,PEDU-N055,4055603_103,Bridge,3.2B.Multiples of Ten,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_055,False,False,humt_file_missing
PEDU-0315,304,gpt_5_6_sol,PEDU-N055,4055603_103,Bridge,3.2B.Multiples of Ten,,natural,-0.0021821975708009,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_055,False,False,
PEDU-0316,133,claude_opus_4_8,PEDU-N056,5000727,MathDial,number_ordering,,natural,0.0582449460029597,simple_system_prompt_v1,edu_nat_claude_opus_4_8_056,False,False,
PEDU-0317,206,glm_5_2,PEDU-N056,5000727,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_056,False,False,humt_file_missing
PEDU-0318,407,gpt_5_6_sol,PEDU-N056,5000727,MathDial,number_ordering,,natural,0.0079954147338865,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_056,False,False,
PEDU-0319,99,claude_opus_4_8,PEDU-N057,5000595,MathDial,relevant_vs_irrelevant_info,,natural,0.0108189344406133,simple_system_prompt_v1,edu_nat_claude_opus_4_8_057,False,False,
PEDU-0320,207,glm_5_2,PEDU-N057,5000595,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_057,False,False,humt_file_missing
PEDU-0321,105,gpt_5_6_sol,PEDU-N057,5000595,MathDial,relevant_vs_irrelevant_info,,natural,0.0130043315887449,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_057,False,False,
PEDU-0322,47,claude_opus_4_8,PEDU-N058,6263315_123,Bridge,5.3K.Adding and Subtracting Decimal Numbers,,natural,0.0292985844612121,simple_system_prompt_v1,edu_nat_claude_opus_4_8_058,False,False,
PEDU-0323,17,glm_5_2,PEDU-N058,6263315_123,Bridge,5.3K.Adding and Subtracting Decimal Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_058,False,False,humt_file_missing
PEDU-0324,348,gpt_5_6_sol,PEDU-N058,6263315_123,Bridge,5.3K.Adding and Subtracting Decimal Numbers,,natural,0.0252363204956047,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_058,False,False,
PEDU-0325,197,claude_opus_4_8,PEDU-N059,5000803,MathDial,relevant_vs_irrelevant_info,,natural,0.0185262155532837,simple_system_prompt_v1,edu_nat_claude_opus_4_8_059,False,False,
PEDU-0326,174,glm_5_2,PEDU-N059,5000803,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_059,False,False,humt_file_missing
PEDU-0327,233,gpt_5_6_sol,PEDU-N059,5000803,MathDial,relevant_vs_irrelevant_info,,natural,0.0202929687499997,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_059,False,False,
PEDU-0328,132,claude_opus_4_8,PEDU-N060,2915969_42,Bridge,5.3C.Multi-Digit Division with Two-Digit Divisors,,natural,0.0230406713485717,simple_system_prompt_v1,edu_nat_claude_opus_4_8_060,False,False,
PEDU-0329,436,glm_5_2,PEDU-N060,2915969_42,Bridge,5.3C.Multi-Digit Division with Two-Digit Divisors,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_060,False,False,humt_file_missing
PEDU-0330,272,gpt_5_6_sol,PEDU-N060,2915969_42,Bridge,5.3C.Multi-Digit Division with Two-Digit Divisors,,natural,0.012723910808563,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_060,False,False,
PEDU-0331,60,claude_opus_4_8,PEDU-N061,2879218_70,Bridge,4.2A.Place Value,,natural,0.0178862667083743,simple_system_prompt_v1,edu_nat_claude_opus_4_8_061,False,False,
PEDU-0332,172,glm_5_2,PEDU-N061,2879218_70,Bridge,4.2A.Place Value,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_061,False,False,humt_file_missing
PEDU-0333,8,gpt_5_6_sol,PEDU-N061,2879218_70,Bridge,4.2A.Place Value,,natural,0.0121487855911253,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_061,False,False,
PEDU-0334,374,claude_opus_4_8,PEDU-N062,5000085,MathDial,underlying_concepts,,natural,0.0518941545486448,simple_system_prompt_v1,edu_nat_claude_opus_4_8_062,False,False,
PEDU-0335,420,glm_5_2,PEDU-N062,5000085,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_062,False,False,humt_file_missing
PEDU-0336,422,gpt_5_6_sol,PEDU-N062,5000085,MathDial,underlying_concepts,,natural,-0.0011868667602534,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_062,False,False,
PEDU-0337,1,claude_opus_4_8,PEDU-N063,4014122_28,Bridge,3.5B.Word Problems with Multiplication,,natural,0.0453723430633545,simple_system_prompt_v1,edu_nat_claude_opus_4_8_063,False,False,
PEDU-0338,75,glm_5_2,PEDU-N063,4014122_28,Bridge,3.5B.Word Problems with Multiplication,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_063,False,False,humt_file_missing
PEDU-0339,449,gpt_5_6_sol,PEDU-N063,4014122_28,Bridge,3.5B.Word Problems with Multiplication,,natural,0.0491408491134643,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_063,False,False,
PEDU-0340,300,claude_opus_4_8,PEDU-N064,2964109_39,Bridge,2.9A.Measuring Length,,natural,0.0247984957695006,simple_system_prompt_v1,edu_nat_claude_opus_4_8_064,False,False,
PEDU-0341,226,glm_5_2,PEDU-N064,2964109_39,Bridge,2.9A.Measuring Length,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_064,False,False,humt_file_missing
PEDU-0342,217,gpt_5_6_sol,PEDU-N064,2964109_39,Bridge,2.9A.Measuring Length,,natural,-0.0066385912895201,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_064,False,False,
PEDU-0343,274,claude_opus_4_8,PEDU-N065,4104715_98,Bridge,2.2A.Place Value,,natural,0.0234014463424681,simple_system_prompt_v1,edu_nat_claude_opus_4_8_065,False,False,
PEDU-0344,55,glm_5_2,PEDU-N065,4104715_98,Bridge,2.2A.Place Value,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_065,False,False,humt_file_missing
PEDU-0345,157,gpt_5_6_sol,PEDU-N065,4104715_98,Bridge,2.2A.Place Value,,natural,0.0093982505798342,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_065,False,False,
PEDU-0346,293,claude_opus_4_8,PEDU-N066,5000615,MathDial,underlying_concepts,,natural,0.0323854494094844,simple_system_prompt_v1,edu_nat_claude_opus_4_8_066,False,False,
PEDU-0347,418,glm_5_2,PEDU-N066,5000615,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_066,False,False,humt_file_missing
PEDU-0348,378,gpt_5_6_sol,PEDU-N066,5000615,MathDial,underlying_concepts,,natural,0.0305960321426397,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_066,False,False,
PEDU-0349,44,claude_opus_4_8,PEDU-N067,4055259_90,Bridge,5.7A.Metric Conversions and Word Problems,,natural,0.0176390409469604,simple_system_prompt_v1,edu_nat_claude_opus_4_8_067,False,False,
PEDU-0350,330,glm_5_2,PEDU-N067,4055259_90,Bridge,5.7A.Metric Conversions and Word Problems,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_067,False,False,humt_file_missing
PEDU-0351,413,gpt_5_6_sol,PEDU-N067,4055259_90,Bridge,5.7A.Metric Conversions and Word Problems,,natural,0.0167488813400265,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_067,False,False,
PEDU-0352,183,claude_opus_4_8,PEDU-N068,6377795_12,Bridge,5.2B.Comparing Decimal Numbers,,natural,0.0061254811286923,simple_system_prompt_v1,edu_nat_claude_opus_4_8_068,False,False,
PEDU-0353,42,glm_5_2,PEDU-N068,6377795_12,Bridge,5.2B.Comparing Decimal Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_068,False,False,humt_file_missing
PEDU-0354,308,gpt_5_6_sol,PEDU-N068,6377795_12,Bridge,5.2B.Comparing Decimal Numbers,,natural,0.0014503574371342,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_068,False,False,
PEDU-0355,212,claude_opus_4_8,PEDU-N069,5000486,MathDial,number_ordering,,natural,0.0459005260467533,simple_system_prompt_v1,edu_nat_claude_opus_4_8_069,False,False,
PEDU-0356,242,glm_5_2,PEDU-N069,5000486,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_069,False,False,humt_file_missing
PEDU-0357,21,gpt_5_6_sol,PEDU-N069,5000486,MathDial,number_ordering,,natural,0.0278154993057251,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_069,False,False,
PEDU-0358,426,claude_opus_4_8,PEDU-N070,5000724,MathDial,number_ordering,,natural,0.0188630914688108,simple_system_prompt_v1,edu_nat_claude_opus_4_8_070,False,False,
PEDU-0359,185,glm_5_2,PEDU-N070,5000724,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_070,False,False,humt_file_missing
PEDU-0360,414,gpt_5_6_sol,PEDU-N070,5000724,MathDial,number_ordering,,natural,0.0555870223045351,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_070,False,False,
PEDU-0361,152,claude_opus_4_8,PEDU-N071,4139067_72,Bridge,4.4A.Subtracting Multi-Digit Numbers,,natural,0.0519407320022584,simple_system_prompt_v1,edu_nat_claude_opus_4_8_071,False,False,
PEDU-0362,58,glm_5_2,PEDU-N071,4139067_72,Bridge,4.4A.Subtracting Multi-Digit Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_071,False,False,humt_file_missing
PEDU-0363,339,gpt_5_6_sol,PEDU-N071,4139067_72,Bridge,4.4A.Subtracting Multi-Digit Numbers,,natural,0.00203845500946,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_071,False,False,
PEDU-0364,282,claude_opus_4_8,PEDU-N072,6000054,MathDial,relevant_vs_irrelevant_info,,natural,0.0400098228454588,simple_system_prompt_v1,edu_nat_claude_opus_4_8_072,False,False,
PEDU-0365,36,glm_5_2,PEDU-N072,6000054,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_072,False,False,humt_file_missing
PEDU-0366,309,gpt_5_6_sol,PEDU-N072,6000054,MathDial,relevant_vs_irrelevant_info,,natural,0.0289259815216063,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_072,False,False,
PEDU-0367,344,claude_opus_4_8,PEDU-N073,4294482_89,Bridge,5.7A.Standard Conversions,,natural,0.050979990959167,simple_system_prompt_v1,edu_nat_claude_opus_4_8_073,False,False,
PEDU-0368,400,glm_5_2,PEDU-N073,4294482_89,Bridge,5.7A.Standard Conversions,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_073,False,False,humt_file_missing
PEDU-0369,188,gpt_5_6_sol,PEDU-N073,4294482_89,Bridge,5.7A.Standard Conversions,,natural,0.0472730827331542,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_073,False,False,
PEDU-0370,137,claude_opus_4_8,PEDU-N074,6165036_15,Bridge,5.4G.Volume of Rectangular Prisms (Review) - 1,,natural,0.0042800855636597,simple_system_prompt_v1,edu_nat_claude_opus_4_8_074,False,False,
PEDU-0371,302,glm_5_2,PEDU-N074,6165036_15,Bridge,5.4G.Volume of Rectangular Prisms (Review) - 1,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_074,False,False,humt_file_missing
PEDU-0372,403,gpt_5_6_sol,PEDU-N074,6165036_15,Bridge,5.4G.Volume of Rectangular Prisms (Review) - 1,,natural,-0.0213851976394652,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_074,False,False,
PEDU-0373,163,claude_opus_4_8,PEDU-N075,2949365_49,Bridge,3.3F.Understanding Equivalent Fractions,,natural,0.0167570424079896,simple_system_prompt_v1,edu_nat_claude_opus_4_8_075,False,False,
PEDU-0374,41,glm_5_2,PEDU-N075,2949365_49,Bridge,3.3F.Understanding Equivalent Fractions,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_075,False,False,humt_file_missing
PEDU-0375,64,gpt_5_6_sol,PEDU-N075,2949365_49,Bridge,3.3F.Understanding Equivalent Fractions,,natural,0.0153360009193415,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_075,False,False,
PEDU-0376,85,claude_opus_4_8,PEDU-N076,2928616_51,Bridge,6.8D.Areas by Decomposition,,natural,0.0146462655067445,simple_system_prompt_v1,edu_nat_claude_opus_4_8_076,False,False,
PEDU-0377,224,glm_5_2,PEDU-N076,2928616_51,Bridge,6.8D.Areas by Decomposition,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_076,False,False,humt_file_missing
PEDU-0378,358,gpt_5_6_sol,PEDU-N076,2928616_51,Bridge,6.8D.Areas by Decomposition,,natural,0.0512836217880252,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_076,False,False,
PEDU-0379,340,claude_opus_4_8,PEDU-N077,6165932_16,Bridge,3.7C.Using Time,,natural,0.0617553329467774,simple_system_prompt_v1,edu_nat_claude_opus_4_8_077,False,False,
PEDU-0380,270,glm_5_2,PEDU-N077,6165932_16,Bridge,3.7C.Using Time,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_077,False,False,humt_file_missing
PEDU-0381,381,gpt_5_6_sol,PEDU-N077,6165932_16,Bridge,3.7C.Using Time,,natural,0.0646196079254153,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_077,False,False,
PEDU-0382,169,claude_opus_4_8,PEDU-N078,4134665_64,Bridge,5.3A.Multi-Digit Division with Two-Digit Divisors (Review) - 1,,natural,0.0218803334236143,simple_system_prompt_v1,edu_nat_claude_opus_4_8_078,False,False,
PEDU-0383,370,glm_5_2,PEDU-N078,4134665_64,Bridge,5.3A.Multi-Digit Division with Two-Digit Divisors (Review) - 1,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_078,False,False,humt_file_missing
PEDU-0384,331,gpt_5_6_sol,PEDU-N078,4134665_64,Bridge,5.3A.Multi-Digit Division with Two-Digit Divisors (Review) - 1,,natural,0.0134999442100522,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_078,False,False,
PEDU-0385,234,claude_opus_4_8,PEDU-N079,5000710,MathDial,relevant_vs_irrelevant_info,,natural,0.0260747766494748,simple_system_prompt_v1,edu_nat_claude_opus_4_8_079,False,False,
PEDU-0386,318,glm_5_2,PEDU-N079,5000710,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_079,False,False,humt_file_missing
PEDU-0387,48,gpt_5_6_sol,PEDU-N079,5000710,MathDial,relevant_vs_irrelevant_info,,natural,0.008811159133911,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_079,False,False,
PEDU-0388,399,claude_opus_4_8,PEDU-N080,5000045,MathDial,underlying_concepts,,natural,0.0201292467117308,simple_system_prompt_v1,edu_nat_claude_opus_4_8_080,False,False,
PEDU-0389,347,glm_5_2,PEDU-N080,5000045,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_080,False,False,humt_file_missing
PEDU-0390,332,gpt_5_6_sol,PEDU-N080,5000045,MathDial,underlying_concepts,,natural,0.0426667690277096,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_080,False,False,
PEDU-0391,334,claude_opus_4_8,PEDU-N081,5000530,MathDial,relevant_vs_irrelevant_info,,natural,0.0612496519088745,simple_system_prompt_v1,edu_nat_claude_opus_4_8_081,False,False,
PEDU-0392,299,glm_5_2,PEDU-N081,5000530,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_081,False,False,humt_file_missing
PEDU-0393,52,gpt_5_6_sol,PEDU-N081,5000530,MathDial,relevant_vs_irrelevant_info,,natural,0.022056665420532,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_081,False,False,
PEDU-0394,429,claude_opus_4_8,PEDU-N082,5000430,MathDial,underlying_concepts,,natural,0.0334451961517334,simple_system_prompt_v1,edu_nat_claude_opus_4_8_082,False,False,
PEDU-0395,267,glm_5_2,PEDU-N082,5000430,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_082,False,False,humt_file_missing
PEDU-0396,39,gpt_5_6_sol,PEDU-N082,5000430,MathDial,underlying_concepts,,natural,0.0388145732879641,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_082,False,False,
PEDU-0397,140,claude_opus_4_8,PEDU-N083,5000705,MathDial,underlying_concepts,,natural,0.0535536479949954,simple_system_prompt_v1,edu_nat_claude_opus_4_8_083,False,False,
PEDU-0398,151,glm_5_2,PEDU-N083,5000705,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_083,False,False,humt_file_missing
PEDU-0399,84,gpt_5_6_sol,PEDU-N083,5000705,MathDial,underlying_concepts,,natural,0.0333639812469481,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_083,False,False,
PEDU-0400,401,claude_opus_4_8,PEDU-N084,5000925,MathDial,number_ordering,,natural,0.028026943206787,simple_system_prompt_v1,edu_nat_claude_opus_4_8_084,False,False,
PEDU-0401,95,glm_5_2,PEDU-N084,5000925,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_084,False,False,humt_file_missing
PEDU-0402,31,gpt_5_6_sol,PEDU-N084,5000925,MathDial,number_ordering,,natural,0.0315069580078128,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_084,False,False,
PEDU-0403,296,claude_opus_4_8,PEDU-N085,5000199,MathDial,relevant_vs_irrelevant_info,,natural,0.0052678656578057,simple_system_prompt_v1,edu_nat_claude_opus_4_8_085,False,False,
PEDU-0404,25,glm_5_2,PEDU-N085,5000199,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_085,False,False,humt_file_missing
PEDU-0405,32,gpt_5_6_sol,PEDU-N085,5000199,MathDial,relevant_vs_irrelevant_info,,natural,0.0450397920608516,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_085,False,False,
PEDU-0406,421,claude_opus_4_8,PEDU-N086,5000056,MathDial,relevant_vs_irrelevant_info,,natural,0.0508984327316284,simple_system_prompt_v1,edu_nat_claude_opus_4_8_086,False,False,
PEDU-0407,93,glm_5_2,PEDU-N086,5000056,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_086,False,False,humt_file_missing
PEDU-0408,294,gpt_5_6_sol,PEDU-N086,5000056,MathDial,relevant_vs_irrelevant_info,,natural,0.0202845644950864,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_086,False,False,
PEDU-0409,139,claude_opus_4_8,PEDU-N087,6166067_53,Bridge,4.6D.Classifying 2D Figures,,natural,-8.185625076251313e-05,simple_system_prompt_v1,edu_nat_claude_opus_4_8_087,False,False,
PEDU-0410,259,glm_5_2,PEDU-N087,6166067_53,Bridge,4.6D.Classifying 2D Figures,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_087,False,False,humt_file_missing
PEDU-0411,305,gpt_5_6_sol,PEDU-N087,6166067_53,Bridge,4.6D.Classifying 2D Figures,,natural,0.0146186590194705,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_087,False,False,
PEDU-0412,198,claude_opus_4_8,PEDU-N088,5001058,MathDial,solution_steps,,natural,0.0139671206474307,simple_system_prompt_v1,edu_nat_claude_opus_4_8_088,False,False,
PEDU-0413,395,glm_5_2,PEDU-N088,5001058,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_088,False,False,humt_file_missing
PEDU-0414,65,gpt_5_6_sol,PEDU-N088,5001058,MathDial,solution_steps,,natural,0.0292614793777463,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_088,False,False,
PEDU-0415,253,claude_opus_4_8,PEDU-N089,5000163,MathDial,number_ordering,,natural,0.0294938898086547,simple_system_prompt_v1,edu_nat_claude_opus_4_8_089,False,False,
PEDU-0416,262,glm_5_2,PEDU-N089,5000163,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_089,False,False,humt_file_missing
PEDU-0417,82,gpt_5_6_sol,PEDU-N089,5000163,MathDial,number_ordering,,natural,0.0718909215927121,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_089,False,False,
PEDU-0418,439,claude_opus_4_8,PEDU-N090,5000954,MathDial,relevant_vs_irrelevant_info,,natural,0.0567173862457277,simple_system_prompt_v1,edu_nat_claude_opus_4_8_090,False,False,
PEDU-0419,78,glm_5_2,PEDU-N090,5000954,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_090,False,False,humt_file_missing
PEDU-0420,192,gpt_5_6_sol,PEDU-N090,5000954,MathDial,relevant_vs_irrelevant_info,,natural,0.0264643001556397,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_090,False,False,
PEDU-0421,63,claude_opus_4_8,PEDU-N091,5001034,MathDial,number_ordering,,natural,0.0123798346519468,simple_system_prompt_v1,edu_nat_claude_opus_4_8_091,False,False,
PEDU-0422,419,glm_5_2,PEDU-N091,5001034,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_091,False,False,humt_file_missing
PEDU-0423,54,gpt_5_6_sol,PEDU-N091,5001034,MathDial,number_ordering,,natural,-0.0086347460746765,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_091,False,False,
PEDU-0424,29,claude_opus_4_8,PEDU-N092,4054327_50,Bridge,5.2C.Rounding Decimal Numbers,,natural,0.0151969575881958,simple_system_prompt_v1,edu_nat_claude_opus_4_8_092,False,False,
PEDU-0425,90,glm_5_2,PEDU-N092,4054327_50,Bridge,5.2C.Rounding Decimal Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_092,False,False,humt_file_missing
PEDU-0426,201,gpt_5_6_sol,PEDU-N092,4054327_50,Bridge,5.2C.Rounding Decimal Numbers,,natural,-0.0117538714408871,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_092,False,False,
