annotation_item_id,model,prompt_id,source_id,source_set,topic,failure_mode,humt_score,condition
PMH2-0375,gpt_5_6_sol,questionID_168,eval_gpt_5_6_sol,CounselBench-Eval,anxiety,,0.0651641559600824,relaxed_system_prompt_v2
PMH2-0376,claude_opus_4_8,questionID_229,eval_claude_opus_4_8,CounselBench-Eval,anxiety,,0.0166168260574339,relaxed_system_prompt_v2
PMH2-0377,glm,questionID_229,eval_glm,CounselBench-Eval,anxiety,,0.044012756347656,relaxed_system_prompt_v2
PMH2-0378,gpt_5_6_sol,questionID_229,eval_gpt_5_6_sol,CounselBench-Eval,anxiety,,0.0372824525833133,relaxed_system_prompt_v2
PMH2-0379,claude_opus_4_8,questionID_249,eval_claude_opus_4_8,CounselBench-Eval,parenting,,0.0831730771064758,relaxed_system_prompt_v2
PMH2-0380,glm,questionID_249,eval_glm,CounselBench-Eval,parenting,,0.0550275087356566,relaxed_system_prompt_v2
PMH2-0381,gpt_5_6_sol,questionID_249,eval_gpt_5_6_sol,CounselBench-Eval,parenting,,0.0339866018295289,relaxed_system_prompt_v2
PMH2-0382,claude_opus_4_8,questionID_250,eval_claude_opus_4_8,CounselBench-Eval,parenting,,0.0489574813842774,relaxed_system_prompt_v2
PMH2-0383,glm,questionID_250,eval_glm,CounselBench-Eval,parenting,,0.0499940609931943,relaxed_system_prompt_v2
PMH2-0384,gpt_5_6_sol,questionID_250,eval_gpt_5_6_sol,CounselBench-Eval,parenting,,0.042391858100891,relaxed_system_prompt_v2
PMH2-0385,claude_opus_4_8,questionID_26,eval_claude_opus_4_8,CounselBench-Eval,depression,,0.0545467996597288,relaxed_system_prompt_v2
PMH2-0386,glm,questionID_26,eval_glm,CounselBench-Eval,depression,,0.0642249345779415,relaxed_system_prompt_v2
PMH2-0387,gpt_5_6_sol,questionID_26,eval_gpt_5_6_sol,CounselBench-Eval,depression,,0.0422321701049801,relaxed_system_prompt_v2
PMH2-0388,claude_opus_4_8,questionID_261,eval_claude_opus_4_8,CounselBench-Eval,parenting,,0.043606286048889,relaxed_system_prompt_v2
PMH2-0389,glm,questionID_261,eval_glm,CounselBench-Eval,parenting,,0.0573199796676635,relaxed_system_prompt_v2
PMH2-0390,gpt_5_6_sol,questionID_261,eval_gpt_5_6_sol,CounselBench-Eval,parenting,,0.038034934997559,relaxed_system_prompt_v2
PMH2-0391,claude_opus_4_8,questionID_262,eval_claude_opus_4_8,CounselBench-Eval,parenting,,0.0713313341140748,relaxed_system_prompt_v2
PMH2-0392,glm,questionID_262,eval_glm,CounselBench-Eval,parenting,,0.0848216485977171,relaxed_system_prompt_v2
PMH2-0393,gpt_5_6_sol,questionID_262,eval_gpt_5_6_sol,CounselBench-Eval,parenting,,0.0737777566909789,relaxed_system_prompt_v2
PMH2-0394,claude_opus_4_8,questionID_289,eval_claude_opus_4_8,CounselBench-Eval,parenting,,0.0642512464523319,relaxed_system_prompt_v2
PMH2-0395,glm,questionID_289,eval_glm,CounselBench-Eval,parenting,,0.0600034356117253,relaxed_system_prompt_v2
PMH2-0396,gpt_5_6_sol,questionID_289,eval_gpt_5_6_sol,CounselBench-Eval,parenting,,0.0702711439132688,relaxed_system_prompt_v2
PMH2-0397,claude_opus_4_8,questionID_307,eval_claude_opus_4_8,CounselBench-Eval,self-esteem,,0.0379226303100583,relaxed_system_prompt_v2
PMH2-0398,glm,questionID_307,eval_glm,CounselBench-Eval,self-esteem,,0.0621329021453855,relaxed_system_prompt_v2
PMH2-0399,gpt_5_6_sol,questionID_307,eval_gpt_5_6_sol,CounselBench-Eval,self-esteem,,0.0626946163177493,relaxed_system_prompt_v2
PMH2-0400,claude_opus_4_8,questionID_308,eval_claude_opus_4_8,CounselBench-Eval,self-esteem,,0.0970304155349737,relaxed_system_prompt_v2
PMH2-0401,glm,questionID_308,eval_glm,CounselBench-Eval,self-esteem,,0.0843658733367913,relaxed_system_prompt_v2
PMH2-0402,gpt_5_6_sol,questionID_308,eval_gpt_5_6_sol,CounselBench-Eval,self-esteem,,0.0569404697418205,relaxed_system_prompt_v2
PMH2-0403,claude_opus_4_8,questionID_310,eval_claude_opus_4_8,CounselBench-Eval,self-esteem,,0.0557478094100951,relaxed_system_prompt_v2
PMH2-0404,glm,questionID_310,eval_glm,CounselBench-Eval,self-esteem,,0.0460914444923399,relaxed_system_prompt_v2
PMH2-0405,gpt_5_6_sol,questionID_310,eval_gpt_5_6_sol,CounselBench-Eval,self-esteem,,0.0453186702728274,relaxed_system_prompt_v2
PMH2-0406,claude_opus_4_8,questionID_315,eval_claude_opus_4_8,CounselBench-Eval,self-esteem,,0.0485822105407716,relaxed_system_prompt_v2
PMH2-0407,glm,questionID_315,eval_glm,CounselBench-Eval,self-esteem,,0.0841617822647093,relaxed_system_prompt_v2
PMH2-0408,gpt_5_6_sol,questionID_315,eval_gpt_5_6_sol,CounselBench-Eval,self-esteem,,0.0272124576568604,relaxed_system_prompt_v2
PMH2-0409,claude_opus_4_8,questionID_346,eval_claude_opus_4_8,CounselBench-Eval,self-esteem,,0.0681411004066467,relaxed_system_prompt_v2
PMH2-0410,glm,questionID_346,eval_glm,CounselBench-Eval,self-esteem,,0.073784856796264,relaxed_system_prompt_v2
PMH2-0411,gpt_5_6_sol,questionID_346,eval_gpt_5_6_sol,CounselBench-Eval,self-esteem,,0.0256058263778689,relaxed_system_prompt_v2
PMH2-0412,claude_opus_4_8,questionID_355,eval_claude_opus_4_8,CounselBench-Eval,relationship-dissolution,,0.0127943086624142,relaxed_system_prompt_v2
PMH2-0413,glm,questionID_355,eval_glm,CounselBench-Eval,relationship-dissolution,,0.0605739426612847,relaxed_system_prompt_v2
PMH2-0414,gpt_5_6_sol,questionID_355,eval_gpt_5_6_sol,CounselBench-Eval,relationship-dissolution,,0.0672326278686528,relaxed_system_prompt_v2
PMH2-0415,claude_opus_4_8,questionID_356,eval_claude_opus_4_8,CounselBench-Eval,relationship-dissolution,,0.089391241073609,relaxed_system_prompt_v2
PMH2-0416,glm,questionID_356,eval_glm,CounselBench-Eval,relationship-dissolution,,0.1143784141540527,relaxed_system_prompt_v2
PMH2-0417,gpt_5_6_sol,questionID_356,eval_gpt_5_6_sol,CounselBench-Eval,relationship-dissolution,,0.0276595497131344,relaxed_system_prompt_v2
PMH2-0418,claude_opus_4_8,questionID_358,eval_claude_opus_4_8,CounselBench-Eval,relationship-dissolution,,0.0592102622985839,relaxed_system_prompt_v2
PMH2-0419,glm,questionID_358,eval_glm,CounselBench-Eval,relationship-dissolution,,0.0391815853118897,relaxed_system_prompt_v2
PMH2-0420,gpt_5_6_sol,questionID_358,eval_gpt_5_6_sol,CounselBench-Eval,relationship-dissolution,,0.0310018014907837,relaxed_system_prompt_v2
PMH2-0421,claude_opus_4_8,questionID_387,eval_claude_opus_4_8,CounselBench-Eval,relationship-dissolution,,0.0983413791656495,relaxed_system_prompt_v2
PMH2-0422,glm,questionID_387,eval_glm,CounselBench-Eval,relationship-dissolution,,0.0805344676971433,relaxed_system_prompt_v2
PMH2-0423,gpt_5_6_sol,questionID_387,eval_gpt_5_6_sol,CounselBench-Eval,relationship-dissolution,,0.0616607308387751,relaxed_system_prompt_v2
PMH2-0424,claude_opus_4_8,questionID_388,eval_claude_opus_4_8,CounselBench-Eval,relationship-dissolution,,0.070564980506897,relaxed_system_prompt_v2
PMH2-0425,glm,questionID_388,eval_glm,CounselBench-Eval,relationship-dissolution,,0.0401363992691043,relaxed_system_prompt_v2
PMH2-0426,gpt_5_6_sol,questionID_388,eval_gpt_5_6_sol,CounselBench-Eval,relationship-dissolution,,0.053272938728333,relaxed_system_prompt_v2
PMH2-0427,claude_opus_4_8,questionID_390,eval_claude_opus_4_8,CounselBench-Eval,workplace-relationships,,0.0360988712310792,relaxed_system_prompt_v2
PMH2-0428,glm,questionID_390,eval_glm,CounselBench-Eval,workplace-relationships,,0.0717998695373536,relaxed_system_prompt_v2
PMH2-0429,gpt_5_6_sol,questionID_390,eval_gpt_5_6_sol,CounselBench-Eval,workplace-relationships,,0.0455349636077873,relaxed_system_prompt_v2
PMH2-0430,claude_opus_4_8,questionID_391,eval_claude_opus_4_8,CounselBench-Eval,workplace-relationships,,0.0683370614051819,relaxed_system_prompt_v2
PMH2-0431,glm,questionID_391,eval_glm,CounselBench-Eval,workplace-relationships,,0.0789440512657164,relaxed_system_prompt_v2
PMH2-0432,gpt_5_6_sol,questionID_391,eval_gpt_5_6_sol,CounselBench-Eval,workplace-relationships,,0.072002711296081,relaxed_system_prompt_v2
PMH2-0433,claude_opus_4_8,questionID_392,eval_claude_opus_4_8,CounselBench-Eval,workplace-relationships,,0.0523975706100463,relaxed_system_prompt_v2
PMH2-0434,glm,questionID_392,eval_glm,CounselBench-Eval,workplace-relationships,,0.0277281928062436,relaxed_system_prompt_v2
PMH2-0435,gpt_5_6_sol,questionID_392,eval_gpt_5_6_sol,CounselBench-Eval,workplace-relationships,,0.0704383039474487,relaxed_system_prompt_v2
PMH2-0436,claude_opus_4_8,questionID_394,eval_claude_opus_4_8,CounselBench-Eval,workplace-relationships,,0.0233411073684699,relaxed_system_prompt_v2
PMH2-0437,glm,questionID_394,eval_glm,CounselBench-Eval,workplace-relationships,,0.0497670650482175,relaxed_system_prompt_v2
PMH2-0438,gpt_5_6_sol,questionID_394,eval_gpt_5_6_sol,CounselBench-Eval,workplace-relationships,,0.0439298343658443,relaxed_system_prompt_v2
PMH2-0439,claude_opus_4_8,questionID_401,eval_claude_opus_4_8,CounselBench-Eval,workplace-relationships,,0.0451005482673645,relaxed_system_prompt_v2
PMH2-0440,glm,questionID_401,eval_glm,CounselBench-Eval,workplace-relationships,,0.0553913640975953,relaxed_system_prompt_v2
PMH2-0441,gpt_5_6_sol,questionID_401,eval_gpt_5_6_sol,CounselBench-Eval,workplace-relationships,,0.0419594192504888,relaxed_system_prompt_v2
PMH2-0442,claude_opus_4_8,questionID_411,eval_claude_opus_4_8,CounselBench-Eval,trauma,,0.0439956569671631,relaxed_system_prompt_v2
PMH2-0443,glm,questionID_411,eval_glm,CounselBench-Eval,trauma,,0.0196231317520139,relaxed_system_prompt_v2
PMH2-0444,gpt_5_6_sol,questionID_411,eval_gpt_5_6_sol,CounselBench-Eval,trauma,,0.0689592075347897,relaxed_system_prompt_v2
PMH2-0445,claude_opus_4_8,questionID_419,eval_claude_opus_4_8,CounselBench-Eval,trauma,,0.0555231833457949,relaxed_system_prompt_v2
PMH2-0446,glm,questionID_419,eval_glm,CounselBench-Eval,trauma,,0.0420770454406738,relaxed_system_prompt_v2
PMH2-0447,gpt_5_6_sol,questionID_419,eval_gpt_5_6_sol,CounselBench-Eval,trauma,,0.0454235744476312,relaxed_system_prompt_v2
PMH2-0448,claude_opus_4_8,questionID_420,eval_claude_opus_4_8,CounselBench-Eval,trauma,,0.064769694805145,relaxed_system_prompt_v2
PMH2-0449,glm,questionID_420,eval_glm,CounselBench-Eval,trauma,,0.0761020517349244,relaxed_system_prompt_v2
PMH2-0450,gpt_5_6_sol,questionID_420,eval_gpt_5_6_sol,CounselBench-Eval,trauma,,0.0152920913696288,relaxed_system_prompt_v2
PMH2-0451,claude_opus_4_8,questionID_430,eval_claude_opus_4_8,CounselBench-Eval,trauma,,0.0285366201400756,relaxed_system_prompt_v2
PMH2-0452,glm,questionID_430,eval_glm,CounselBench-Eval,trauma,,0.0338625025749208,relaxed_system_prompt_v2
PMH2-0453,gpt_5_6_sol,questionID_430,eval_gpt_5_6_sol,CounselBench-Eval,trauma,,0.0049061155319218,relaxed_system_prompt_v2
PMH2-0454,claude_opus_4_8,questionID_432,eval_claude_opus_4_8,CounselBench-Eval,trauma,,0.0923133945465091,relaxed_system_prompt_v2
PMH2-0455,glm,questionID_432,eval_glm,CounselBench-Eval,trauma,,0.055708677768707,relaxed_system_prompt_v2
PMH2-0456,gpt_5_6_sol,questionID_432,eval_gpt_5_6_sol,CounselBench-Eval,trauma,,0.0443801307678217,relaxed_system_prompt_v2
PMH2-0457,claude_opus_4_8,questionID_436,eval_claude_opus_4_8,CounselBench-Eval,domestic-violence,,0.042186362743378,relaxed_system_prompt_v2
PMH2-0458,glm,questionID_436,eval_glm,CounselBench-Eval,domestic-violence,,0.0661685299873351,relaxed_system_prompt_v2
PMH2-0459,gpt_5_6_sol,questionID_436,eval_gpt_5_6_sol,CounselBench-Eval,domestic-violence,,0.0610737133026129,relaxed_system_prompt_v2
PMH2-0460,claude_opus_4_8,questionID_437,eval_claude_opus_4_8,CounselBench-Eval,domestic-violence,,0.0898216152191162,relaxed_system_prompt_v2
PMH2-0461,glm,questionID_437,eval_glm,CounselBench-Eval,domestic-violence,,0.0791644430160527,relaxed_system_prompt_v2
PMH2-0462,gpt_5_6_sol,questionID_437,eval_gpt_5_6_sol,CounselBench-Eval,domestic-violence,,0.0264449214935309,relaxed_system_prompt_v2
PMH2-0463,claude_opus_4_8,questionID_444,eval_claude_opus_4_8,CounselBench-Eval,domestic-violence,,0.0864167952537537,relaxed_system_prompt_v2
PMH2-0464,glm,questionID_444,eval_glm,CounselBench-Eval,domestic-violence,,0.0707360005378721,relaxed_system_prompt_v2
PMH2-0465,gpt_5_6_sol,questionID_444,eval_gpt_5_6_sol,CounselBench-Eval,domestic-violence,,0.023163585662842,relaxed_system_prompt_v2
PMH2-0466,claude_opus_4_8,questionID_448,eval_claude_opus_4_8,CounselBench-Eval,domestic-violence,,0.065666697025299,relaxed_system_prompt_v2
PMH2-0467,glm,questionID_448,eval_glm,CounselBench-Eval,domestic-violence,,0.0664112257957461,relaxed_system_prompt_v2
PMH2-0468,gpt_5_6_sol,questionID_448,eval_gpt_5_6_sol,CounselBench-Eval,domestic-violence,,0.0228255367279057,relaxed_system_prompt_v2
PMH2-0469,claude_opus_4_8,questionID_451,eval_claude_opus_4_8,CounselBench-Eval,domestic-violence,,0.052569155693054,relaxed_system_prompt_v2
PMH2-0470,glm,questionID_451,eval_glm,CounselBench-Eval,domestic-violence,,0.0789268589019771,relaxed_system_prompt_v2
PMH2-0471,gpt_5_6_sol,questionID_451,eval_gpt_5_6_sol,CounselBench-Eval,domestic-violence,,0.0108865547180174,relaxed_system_prompt_v2
PMH2-0472,claude_opus_4_8,questionID_452,eval_claude_opus_4_8,CounselBench-Eval,anger-management,,0.0643494129180908,relaxed_system_prompt_v2
PMH2-0473,glm,questionID_452,eval_glm,CounselBench-Eval,anger-management,,0.0576212549209596,relaxed_system_prompt_v2
PMH2-0474,gpt_5_6_sol,questionID_452,eval_gpt_5_6_sol,CounselBench-Eval,anger-management,,0.064744668006897,relaxed_system_prompt_v2
PMH2-0475,claude_opus_4_8,questionID_464,eval_claude_opus_4_8,CounselBench-Eval,anger-management,,0.0555939674377441,relaxed_system_prompt_v2
PMH2-0476,glm,questionID_464,eval_glm,CounselBench-Eval,anger-management,,0.0941627836227416,relaxed_system_prompt_v2
PMH2-0477,gpt_5_6_sol,questionID_464,eval_gpt_5_6_sol,CounselBench-Eval,anger-management,,0.0561114597320555,relaxed_system_prompt_v2
PMH2-0478,claude_opus_4_8,questionID_466,eval_claude_opus_4_8,CounselBench-Eval,anger-management,,0.0733915567398071,relaxed_system_prompt_v2
PMH2-0479,glm,questionID_466,eval_glm,CounselBench-Eval,anger-management,,0.0488960647583009,relaxed_system_prompt_v2
PMH2-0480,gpt_5_6_sol,questionID_466,eval_gpt_5_6_sol,CounselBench-Eval,anger-management,,0.0205200195312498,relaxed_system_prompt_v2
PMH2-0481,claude_opus_4_8,questionID_475,eval_claude_opus_4_8,CounselBench-Eval,anger-management,,0.0589999079704286,relaxed_system_prompt_v2
PMH2-0482,glm,questionID_475,eval_glm,CounselBench-Eval,anger-management,,0.0687159991264341,relaxed_system_prompt_v2
PMH2-0483,gpt_5_6_sol,questionID_475,eval_gpt_5_6_sol,CounselBench-Eval,anger-management,,0.0190939950942992,relaxed_system_prompt_v2
PMH2-0484,claude_opus_4_8,questionID_478,eval_claude_opus_4_8,CounselBench-Eval,anger-management,,0.0773357009887694,relaxed_system_prompt_v2
PMH2-0485,glm,questionID_478,eval_glm,CounselBench-Eval,anger-management,,0.0679330515861513,relaxed_system_prompt_v2
PMH2-0486,gpt_5_6_sol,questionID_478,eval_gpt_5_6_sol,CounselBench-Eval,anger-management,,0.027432155609131,relaxed_system_prompt_v2
PMH2-0487,claude_opus_4_8,questionID_51,eval_claude_opus_4_8,CounselBench-Eval,depression,,0.0840919446945194,relaxed_system_prompt_v2
PMH2-0488,glm,questionID_51,eval_glm,CounselBench-Eval,depression,,0.0397730684280395,relaxed_system_prompt_v2
PMH2-0489,gpt_5_6_sol,questionID_51,eval_gpt_5_6_sol,CounselBench-Eval,depression,,0.0555292272567742,relaxed_system_prompt_v2
PMH2-0490,claude_opus_4_8,questionID_601,eval_claude_opus_4_8,CounselBench-Eval,grief-and-loss,,0.0529305553436278,relaxed_system_prompt_v2
PMH2-0491,glm,questionID_601,eval_glm,CounselBench-Eval,grief-and-loss,,0.0370874691009519,relaxed_system_prompt_v2
PMH2-0492,gpt_5_6_sol,questionID_601,eval_gpt_5_6_sol,CounselBench-Eval,grief-and-loss,,0.0552532076835632,relaxed_system_prompt_v2
PMH2-0493,claude_opus_4_8,questionID_603,eval_claude_opus_4_8,CounselBench-Eval,grief-and-loss,,0.0439735770225522,relaxed_system_prompt_v2
PMH2-0494,glm,questionID_603,eval_glm,CounselBench-Eval,grief-and-loss,,0.0595089292526247,relaxed_system_prompt_v2
PMH2-0495,gpt_5_6_sol,questionID_603,eval_gpt_5_6_sol,CounselBench-Eval,grief-and-loss,,0.0407788419723509,relaxed_system_prompt_v2
PMH2-0496,claude_opus_4_8,questionID_610,eval_claude_opus_4_8,CounselBench-Eval,grief-and-loss,,0.0395980286598205,relaxed_system_prompt_v2
PMH2-0497,glm,questionID_610,eval_glm,CounselBench-Eval,grief-and-loss,,0.0704093599319461,relaxed_system_prompt_v2
PMH2-0498,gpt_5_6_sol,questionID_610,eval_gpt_5_6_sol,CounselBench-Eval,grief-and-loss,,0.0391537666320793,relaxed_system_prompt_v2
PMH2-0499,claude_opus_4_8,questionID_611,eval_claude_opus_4_8,CounselBench-Eval,grief-and-loss,,0.0674047398567196,relaxed_system_prompt_v2
PMH2-0500,glm,questionID_611,eval_glm,CounselBench-Eval,grief-and-loss,,0.0761678481101988,relaxed_system_prompt_v2
PMH2-0501,gpt_5_6_sol,questionID_611,eval_gpt_5_6_sol,CounselBench-Eval,grief-and-loss,,0.0858809041976931,relaxed_system_prompt_v2
PMH2-0502,claude_opus_4_8,questionID_612,eval_claude_opus_4_8,CounselBench-Eval,grief-and-loss,,0.0559214162826537,relaxed_system_prompt_v2
PMH2-0503,glm,questionID_612,eval_glm,CounselBench-Eval,grief-and-loss,,0.051101932525635,relaxed_system_prompt_v2
PMH2-0504,gpt_5_6_sol,questionID_612,eval_gpt_5_6_sol,CounselBench-Eval,grief-and-loss,,0.0524758386611932,relaxed_system_prompt_v2
PMH2-0505,claude_opus_4_8,questionID_614,eval_claude_opus_4_8,CounselBench-Eval,substance-abuse,,0.0674687290191649,relaxed_system_prompt_v2
PMH2-0506,glm,questionID_614,eval_glm,CounselBench-Eval,substance-abuse,,0.0687218618392946,relaxed_system_prompt_v2
PMH2-0507,gpt_5_6_sol,questionID_614,eval_gpt_5_6_sol,CounselBench-Eval,substance-abuse,,0.021911125183105,relaxed_system_prompt_v2
PMH2-0508,claude_opus_4_8,questionID_616,eval_claude_opus_4_8,CounselBench-Eval,substance-abuse,,0.0531056356430053,relaxed_system_prompt_v2
PMH2-0509,glm,questionID_616,eval_glm,CounselBench-Eval,substance-abuse,,0.0530620980262757,relaxed_system_prompt_v2
PMH2-0510,gpt_5_6_sol,questionID_616,eval_gpt_5_6_sol,CounselBench-Eval,substance-abuse,,-0.0137215328216555,relaxed_system_prompt_v2
PMH2-0511,claude_opus_4_8,questionID_619,eval_claude_opus_4_8,CounselBench-Eval,substance-abuse,,0.0658369278907775,relaxed_system_prompt_v2
PMH2-0512,glm,questionID_619,eval_glm,CounselBench-Eval,substance-abuse,,0.071379861831665,relaxed_system_prompt_v2
PMH2-0513,gpt_5_6_sol,questionID_619,eval_gpt_5_6_sol,CounselBench-Eval,substance-abuse,,0.0383534765243531,relaxed_system_prompt_v2
PMH2-0514,claude_opus_4_8,questionID_623,eval_claude_opus_4_8,CounselBench-Eval,substance-abuse,,0.0744221019744868,relaxed_system_prompt_v2
PMH2-0515,glm,questionID_623,eval_glm,CounselBench-Eval,substance-abuse,,0.0814222216606141,relaxed_system_prompt_v2
PMH2-0516,gpt_5_6_sol,questionID_623,eval_gpt_5_6_sol,CounselBench-Eval,substance-abuse,,0.070061249732972,relaxed_system_prompt_v2
PMH2-0517,claude_opus_4_8,questionID_624,eval_claude_opus_4_8,CounselBench-Eval,substance-abuse,,0.0428746700286866,relaxed_system_prompt_v2
PMH2-0518,glm,questionID_624,eval_glm,CounselBench-Eval,substance-abuse,,0.0454922795295718,relaxed_system_prompt_v2
PMH2-0519,gpt_5_6_sol,questionID_624,eval_gpt_5_6_sol,CounselBench-Eval,substance-abuse,,0.034588088989258,relaxed_system_prompt_v2
PMH2-0520,claude_opus_4_8,questionID_627,eval_claude_opus_4_8,CounselBench-Eval,family-conflict,,0.053785400390625,relaxed_system_prompt_v2
PMH2-0521,glm,questionID_627,eval_glm,CounselBench-Eval,family-conflict,,0.0882388353347778,relaxed_system_prompt_v2
PMH2-0522,gpt_5_6_sol,questionID_627,eval_gpt_5_6_sol,CounselBench-Eval,family-conflict,,0.0521026659011836,relaxed_system_prompt_v2
PMH2-0523,claude_opus_4_8,questionID_630,eval_claude_opus_4_8,CounselBench-Eval,family-conflict,,0.0552115058898925,relaxed_system_prompt_v2
PMH2-0524,glm,questionID_630,eval_glm,CounselBench-Eval,family-conflict,,0.0805366134643552,relaxed_system_prompt_v2
PMH2-0525,gpt_5_6_sol,questionID_630,eval_gpt_5_6_sol,CounselBench-Eval,family-conflict,,0.0643351411819459,relaxed_system_prompt_v2
PMH2-0526,claude_opus_4_8,questionID_654,eval_claude_opus_4_8,CounselBench-Eval,family-conflict,,0.1288860750198361,relaxed_system_prompt_v2
PMH2-0527,glm,questionID_654,eval_glm,CounselBench-Eval,family-conflict,,0.0434122157096856,relaxed_system_prompt_v2
PMH2-0528,gpt_5_6_sol,questionID_654,eval_gpt_5_6_sol,CounselBench-Eval,family-conflict,,0.0692997455596922,relaxed_system_prompt_v2
PMH2-0529,claude_opus_4_8,questionID_675,eval_claude_opus_4_8,CounselBench-Eval,family-conflict,,0.0770205974578854,relaxed_system_prompt_v2
PMH2-0530,glm,questionID_675,eval_glm,CounselBench-Eval,family-conflict,,0.0674484848976133,relaxed_system_prompt_v2
PMH2-0531,gpt_5_6_sol,questionID_675,eval_gpt_5_6_sol,CounselBench-Eval,family-conflict,,0.0970875740051262,relaxed_system_prompt_v2
PMH2-0532,claude_opus_4_8,questionID_684,eval_claude_opus_4_8,CounselBench-Eval,family-conflict,,0.0373592805862426,relaxed_system_prompt_v2
PMH2-0533,glm,questionID_684,eval_glm,CounselBench-Eval,family-conflict,,0.0226125717163085,relaxed_system_prompt_v2
PMH2-0534,gpt_5_6_sol,questionID_684,eval_gpt_5_6_sol,CounselBench-Eval,family-conflict,,0.0448100662231443,relaxed_system_prompt_v2
PMH2-0535,claude_opus_4_8,questionID_692,eval_claude_opus_4_8,CounselBench-Eval,marriage,,0.0496980762481689,relaxed_system_prompt_v2
PMH2-0536,glm,questionID_692,eval_glm,CounselBench-Eval,marriage,,0.0529931354522705,relaxed_system_prompt_v2
PMH2-0537,gpt_5_6_sol,questionID_692,eval_gpt_5_6_sol,CounselBench-Eval,marriage,,0.0541619062423706,relaxed_system_prompt_v2
PMH2-0538,claude_opus_4_8,questionID_694,eval_claude_opus_4_8,CounselBench-Eval,marriage,,0.0693666076660148,relaxed_system_prompt_v2
PMH2-0539,glm,questionID_694,eval_glm,CounselBench-Eval,marriage,,0.0920474410057066,relaxed_system_prompt_v2
PMH2-0540,gpt_5_6_sol,questionID_694,eval_gpt_5_6_sol,CounselBench-Eval,marriage,,0.0495226478576658,relaxed_system_prompt_v2
PMH2-0541,claude_opus_4_8,questionID_702,eval_claude_opus_4_8,CounselBench-Eval,marriage,,0.0481047201156616,relaxed_system_prompt_v2
PMH2-0542,glm,questionID_702,eval_glm,CounselBench-Eval,marriage,,0.0877955818176268,relaxed_system_prompt_v2
PMH2-0543,gpt_5_6_sol,questionID_702,eval_gpt_5_6_sol,CounselBench-Eval,marriage,,0.0469986438751224,relaxed_system_prompt_v2
PMH2-0544,claude_opus_4_8,questionID_704,eval_claude_opus_4_8,CounselBench-Eval,marriage,,0.0711782383918762,relaxed_system_prompt_v2
PMH2-0545,glm,questionID_704,eval_glm,CounselBench-Eval,marriage,,0.0569016313552861,relaxed_system_prompt_v2
PMH2-0546,gpt_5_6_sol,questionID_704,eval_gpt_5_6_sol,CounselBench-Eval,marriage,,0.0717489385604857,relaxed_system_prompt_v2
PMH2-0547,claude_opus_4_8,questionID_707,eval_claude_opus_4_8,CounselBench-Eval,marriage,,0.071118950843811,relaxed_system_prompt_v2
PMH2-0548,glm,questionID_707,eval_glm,CounselBench-Eval,marriage,,0.0580903577804567,relaxed_system_prompt_v2
PMH2-0549,gpt_5_6_sol,questionID_707,eval_gpt_5_6_sol,CounselBench-Eval,marriage,,0.0394396924972531,relaxed_system_prompt_v2
PMH2-0550,claude_opus_4_8,questionID_708,eval_claude_opus_4_8,CounselBench-Eval,eating-disorders,,0.0475123119354243,relaxed_system_prompt_v2
PMH2-0551,glm,questionID_708,eval_glm,CounselBench-Eval,eating-disorders,,0.029246573448181,relaxed_system_prompt_v2
PMH2-0552,gpt_5_6_sol,questionID_708,eval_gpt_5_6_sol,CounselBench-Eval,eating-disorders,,0.0320585703849793,relaxed_system_prompt_v2
PMH2-0553,claude_opus_4_8,questionID_711,eval_claude_opus_4_8,CounselBench-Eval,eating-disorders,,0.0645746421813964,relaxed_system_prompt_v2
PMH2-0554,glm,questionID_711,eval_glm,CounselBench-Eval,eating-disorders,,0.0405704903602601,relaxed_system_prompt_v2
PMH2-0555,gpt_5_6_sol,questionID_711,eval_gpt_5_6_sol,CounselBench-Eval,eating-disorders,,0.0618937301635744,relaxed_system_prompt_v2
PMH2-0556,claude_opus_4_8,questionID_712,eval_claude_opus_4_8,CounselBench-Eval,eating-disorders,,0.067773163318634,relaxed_system_prompt_v2
PMH2-0557,glm,questionID_712,eval_glm,CounselBench-Eval,eating-disorders,,0.0419492316246037,relaxed_system_prompt_v2
PMH2-0558,gpt_5_6_sol,questionID_712,eval_gpt_5_6_sol,CounselBench-Eval,eating-disorders,,0.0333737277984624,relaxed_system_prompt_v2
PMH2-0559,claude_opus_4_8,questionID_713,eval_claude_opus_4_8,CounselBench-Eval,eating-disorders,,0.0512379884719846,relaxed_system_prompt_v2
PMH2-0560,glm,questionID_713,eval_glm,CounselBench-Eval,eating-disorders,,0.0753165721893309,relaxed_system_prompt_v2
PMH2-0561,gpt_5_6_sol,questionID_713,eval_gpt_5_6_sol,CounselBench-Eval,eating-disorders,,0.0486621904373167,relaxed_system_prompt_v2
PMH2-0562,claude_opus_4_8,questionID_714,eval_claude_opus_4_8,CounselBench-Eval,eating-disorders,,0.0599752235412598,relaxed_system_prompt_v2
PMH2-0563,glm,questionID_714,eval_glm,CounselBench-Eval,eating-disorders,,0.0563197541236872,relaxed_system_prompt_v2
PMH2-0564,gpt_5_6_sol,questionID_714,eval_gpt_5_6_sol,CounselBench-Eval,eating-disorders,,0.0426111841201786,relaxed_system_prompt_v2
PMH2-0565,claude_opus_4_8,questionID_715,eval_claude_opus_4_8,CounselBench-Eval,relationships,,0.0486036777496341,relaxed_system_prompt_v2
