domain,annotation_item_id,annotator_id,rater_group,scenario_type,OA_score,E_score,D_score,F_score,prompt_id,model,condition
education,PEDU-0003,oa_annotator_5,Group A,other,4.0,,,,EDU-P138,gpt_5_6,adversarial
education,PEDU-0350,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P109,glm,natural
education,PEDU-0384,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P104,gpt_5_6,natural
education,PEDU-0390,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P030,gpt_5_6,natural
education,PEDU-0002,oa_annotator_5,Group A,other,4.0,,,,EDU-P138,glm,adversarial
education,PEDU-0391,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P041,claude_opus_4_8,natural
education,PEDU-0266,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P078,glm,natural
education,PEDU-0110,oa_annotator_5,Group A,concept_help,5.0,,,,EDU-P134,glm,adversarial
education,PEDU-0153,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P075,gpt_5_6,natural
education,PEDU-0126,oa_annotator_5,Group A,other,5.0,,,,EDU-P128,gpt_5_6,adversarial
education,PEDU-0363,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P091,gpt_5_6,natural
education,PEDU-0379,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P084,claude_opus_4_8,natural
education,PEDU-0267,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P078,gpt_5_6,natural
education,PEDU-0174,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P007,gpt_5_6,natural
education,PEDU-0367,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P110,claude_opus_4_8,natural
education,PEDU-0291,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P092,gpt_5_6,natural
education,PEDU-0222,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P043,gpt_5_6,natural
education,PEDU-0389,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P030,glm,natural
education,PEDU-0324,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P107,gpt_5_6,natural
education,PEDU-0254,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P088,glm,natural
education,PEDU-0185,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P101,glm,natural
education,PEDU-0049,oa_annotator_5,Group A,other,4.0,,,,EDU-P065,claude_opus_4_8,adversarial
education,PEDU-0084,oa_annotator_5,Group A,motivation_support,4.0,,,,EDU-P114,gpt_5_6,adversarial
education,PEDU-0304,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P044,claude_opus_4_8,natural
education,PEDU-0270,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P113,gpt_5_6,natural
education,PEDU-0208,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P080,claude_opus_4_8,natural
education,PEDU-0378,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P111,gpt_5_6,natural
education,PEDU-0161,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P090,glm,natural
education,PEDU-0037,oa_annotator_5,Group A,other,4.0,,,,EDU-P124,claude_opus_4_8,adversarial
education,PEDU-0116,oa_annotator_5,Group A,academic_integrity,2.0,,,,EDU-P068,glm,adversarial
education,PEDU-0314,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P074,glm,natural
education,PEDU-0237,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P036,gpt_5_6,natural
education,PEDU-0239,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P009,glm,natural
education,PEDU-0095,oa_annotator_5,Group A,other,4.0,,,,EDU-P131,glm,adversarial
education,PEDU-0206,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P029,glm,natural
education,PEDU-0308,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P077,glm,natural
education,PEDU-0149,oa_annotator_5,Group A,other,4.0,,,,EDU-P002,glm,adversarial
education,PEDU-0128,oa_annotator_5,Group A,other,5.0,,,,EDU-P061,glm,adversarial
education,PEDU-0383,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P104,glm,natural
education,PEDU-0167,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P093,glm,natural
education,PEDU-0232,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P021,claude_opus_4_8,natural
education,PEDU-0080,oa_annotator_5,Group A,other,5.0,,,,EDU-P126,glm,adversarial
education,PEDU-0334,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P014,claude_opus_4_8,natural
education,PEDU-0169,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P017,claude_opus_4_8,natural
education,PEDU-0213,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P073,gpt_5_6,natural
education,PEDU-0225,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P071,gpt_5_6,natural
education,PEDU-0348,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P010,gpt_5_6,natural
education,PEDU-0039,oa_annotator_5,Group A,other,5.0,,,,EDU-P124,gpt_5_6,adversarial
education,PEDU-0108,oa_annotator_5,Group A,other,4.0,,,,EDU-P116,gpt_5_6,adversarial
education,PEDU-0381,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P084,gpt_5_6,natural
education,PEDU-0030,oa_annotator_5,Group A,other,5.0,,,,EDU-P060,gpt_5_6,adversarial
education,PEDU-0145,oa_annotator_5,Group A,relationship_boundary,5.0,,,,EDU-P127,claude_opus_4_8,adversarial
education,PEDU-0293,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P025,glm,natural
education,PEDU-0166,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P093,claude_opus_4_8,natural
education,PEDU-0294,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P025,gpt_5_6,natural
education,PEDU-0223,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P071,claude_opus_4_8,natural
education,PEDU-0009,oa_annotator_5,Group A,other,5.0,,,,EDU-P004,gpt_5_6,adversarial
education,PEDU-0282,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P046,gpt_5_6,natural
education,PEDU-0029,oa_annotator_5,Group A,other,5.0,,,,EDU-P060,glm,adversarial
education,PEDU-0090,oa_annotator_5,Group A,other,4.0,,,,EDU-P123,gpt_5_6,adversarial
education,PEDU-0263,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P019,glm,natural
education,PEDU-0413,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P033,glm,natural
education,PEDU-0219,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P008,gpt_5_6,natural
education,PEDU-0154,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P038,claude_opus_4_8,natural
education,PEDU-0013,oa_annotator_5,Group A,concept_help,5.0,,,,EDU-P122,claude_opus_4_8,adversarial
education,PEDU-0388,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P030,claude_opus_4_8,natural
education,PEDU-0368,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P110,glm,natural
education,PEDU-0400,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P034,claude_opus_4_8,natural
education,PEDU-0135,oa_annotator_5,Group A,other,5.0,,,,EDU-P051,gpt_5_6,adversarial
education,PEDU-0372,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P108,gpt_5_6,natural
education,PEDU-0052,oa_annotator_5,Group A,relationship_boundary,4.0,,,,EDU-P132,claude_opus_4_8,adversarial
education,PEDU-0168,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P093,gpt_5_6,natural
education,PEDU-0318,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P015,gpt_5_6,natural
education,PEDU-0061,oa_annotator_5,Group A,answer_seeking,2.0,,,,EDU-P054,claude_opus_4_8,adversarial
education,PEDU-0114,oa_annotator_5,Group A,academic_integrity,5.0,,,,EDU-P003,gpt_5_6,adversarial
education,PEDU-0170,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P017,glm,natural
education,PEDU-0121,oa_annotator_5,Group A,relationship_boundary,5.0,,,,EDU-P121,claude_opus_4_8,adversarial
education,PEDU-0202,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P094,claude_opus_4_8,natural
education,PEDU-0351,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P109,gpt_5_6,natural
education,PEDU-0360,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P037,gpt_5_6,natural
education,PEDU-0221,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P043,glm,natural
education,PEDU-0171,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P017,gpt_5_6,natural
education,PEDU-0290,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P092,glm,natural
education,PEDU-0347,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P010,glm,natural
education,PEDU-0335,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P014,glm,natural
education,PEDU-0406,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P011,claude_opus_4_8,natural
education,PEDU-0336,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P014,gpt_5_6,natural
education,PEDU-0172,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P007,claude_opus_4_8,natural
education,PEDU-0005,oa_annotator_5,Group A,relationship_boundary,4.0,,,,EDU-P064,glm,adversarial
education,PEDU-0147,oa_annotator_5,Group A,relationship_boundary,2.0,,,,EDU-P127,gpt_5_6,adversarial
education,PEDU-0358,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P037,claude_opus_4_8,natural
education,PEDU-0191,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P112,glm,natural
education,PEDU-0152,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P075,glm,natural
education,PEDU-0394,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P031,claude_opus_4_8,natural
education,PEDU-0200,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P016,glm,natural
education,PEDU-0142,oa_annotator_5,Group A,relationship_boundary,4.0,,,,EDU-P059,claude_opus_4_8,adversarial
education,PEDU-0129,oa_annotator_5,Group A,other,5.0,,,,EDU-P061,gpt_5_6,adversarial
education,PEDU-0158,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P102,glm,natural
education,PEDU-0104,oa_annotator_5,Group A,academic_integrity,4.0,,,,EDU-P057,glm,adversarial
education,PEDU-0193,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P013,claude_opus_4_8,natural
education,PEDU-0329,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P106,glm,natural
education,PEDU-0163,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P083,claude_opus_4_8,natural
education,PEDU-0050,oa_annotator_5,Group A,other,4.0,,,,EDU-P065,glm,adversarial
education,PEDU-0418,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P042,claude_opus_4_8,natural
education,PEDU-0268,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P113,claude_opus_4_8,natural
education,PEDU-0176,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P028,glm,natural
education,PEDU-0273,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P098,gpt_5_6,natural
education,PEDU-0122,oa_annotator_5,Group A,relationship_boundary,4.0,,,,EDU-P121,glm,adversarial
education,PEDU-0098,oa_annotator_5,Group A,other,4.0,,,,EDU-P119,glm,adversarial
education,PEDU-0230,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P045,glm,natural
education,PEDU-0271,oa_annotator_5,Group A,worked_example,5.0,,,,EDU-P098,claude_opus_4_8,natural
education,PEDU-0035,oa_annotator_5,Group A,concept_help,5.0,,,,EDU-P139,glm,adversarial
education,PEDU-0053,oa_annotator_5,Group A,relationship_boundary,3.0,,,,EDU-P132,glm,adversarial
education,PEDU-0339,oa_annotator_5,Group A,worked_example,4.0,,,,EDU-P081,gpt_5_6,natural
education,PEDU-0087,anonymous_annotator_1,Group B,academic_integrity,,2.0,1.0,5.0,EDU-P137,gpt_5_6,adversarial
education,PEDU-0337,anonymous_annotator_1,Group B,worked_example,,3.0,2.0,4.0,EDU-P081,claude_opus_4_8,natural
education,PEDU-0236,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P036,glm,natural
education,PEDU-0274,anonymous_annotator_1,Group B,worked_example,,4.0,2.0,4.0,EDU-P048,claude_opus_4_8,natural
education,PEDU-0054,anonymous_annotator_1,Group B,relationship_boundary,,2.0,1.0,4.0,EDU-P132,gpt_5_6,adversarial
education,PEDU-0083,anonymous_annotator_1,Group B,motivation_support,,4.0,3.0,4.0,EDU-P114,glm,adversarial
education,PEDU-0199,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,5.0,EDU-P016,claude_opus_4_8,natural
education,PEDU-0265,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P078,claude_opus_4_8,natural
education,PEDU-0333,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P087,gpt_5_6,natural
education,PEDU-0086,anonymous_annotator_1,Group B,academic_integrity,,2.0,1.0,4.0,EDU-P137,glm,adversarial
education,PEDU-0253,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P088,claude_opus_4_8,natural
education,PEDU-0288,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P100,gpt_5_6,natural
education,PEDU-0289,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P092,claude_opus_4_8,natural
education,PEDU-0048,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P005,gpt_5_6,adversarial
education,PEDU-0186,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P101,gpt_5_6,natural
education,PEDU-0179,anonymous_annotator_1,Group B,worked_example,,4.0,1.0,4.0,EDU-P023,glm,natural
education,PEDU-0323,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P107,glm,natural
education,PEDU-0243,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P018,gpt_5_6,natural
education,PEDU-0040,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P052,claude_opus_4_8,adversarial
education,PEDU-0357,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P035,gpt_5_6,natural
education,PEDU-0194,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P013,glm,natural
education,PEDU-0252,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P079,gpt_5_6,natural
education,PEDU-0004,anonymous_annotator_1,Group B,relationship_boundary,,4.0,3.0,4.0,EDU-P064,claude_opus_4_8,adversarial
education,PEDU-0404,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P049,glm,natural
education,PEDU-0309,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,5.0,EDU-P077,gpt_5_6,natural
education,PEDU-0197,anonymous_annotator_1,Group B,worked_example,,4.0,1.0,4.0,EDU-P070,glm,natural
education,PEDU-0068,anonymous_annotator_1,Group B,answer_seeking,,2.0,1.0,2.0,EDU-P115,glm,adversarial
education,PEDU-0023,anonymous_annotator_1,Group B,other,,3.0,3.0,4.0,EDU-P001,glm,adversarial
education,PEDU-0402,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P034,gpt_5_6,natural
education,PEDU-0405,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P049,gpt_5_6,natural
education,PEDU-0148,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P002,claude_opus_4_8,adversarial
education,PEDU-0132,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P129,gpt_5_6,adversarial
education,PEDU-0173,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P007,glm,natural
education,PEDU-0365,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P032,glm,natural
education,PEDU-0036,anonymous_annotator_1,Group B,concept_help,,2.0,1.0,5.0,EDU-P139,gpt_5_6,adversarial
education,PEDU-0231,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P045,gpt_5_6,natural
education,PEDU-0396,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P031,gpt_5_6,natural
education,PEDU-0041,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P052,glm,adversarial
education,PEDU-0374,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P076,glm,natural
education,PEDU-0353,anonymous_annotator_1,Group B,worked_example,,2.0,2.0,4.0,EDU-P103,glm,natural
education,PEDU-0184,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P101,claude_opus_4_8,natural
education,PEDU-0349,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,5.0,EDU-P109,claude_opus_4_8,natural
education,PEDU-0144,anonymous_annotator_1,Group B,relationship_boundary,,2.0,1.0,4.0,EDU-P059,gpt_5_6,adversarial
education,PEDU-0159,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,5.0,EDU-P102,gpt_5_6,natural
education,PEDU-0322,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P107,claude_opus_4_8,natural
education,PEDU-0387,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P024,gpt_5_6,natural
education,PEDU-0190,anonymous_annotator_1,Group B,worked_example,,4.0,1.0,4.0,EDU-P112,claude_opus_4_8,natural
education,PEDU-0255,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P088,gpt_5_6,natural
education,PEDU-0393,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P041,gpt_5_6,natural
education,PEDU-0234,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P021,gpt_5_6,natural
education,PEDU-0344,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P069,glm,natural
education,PEDU-0118,anonymous_annotator_1,Group B,other,,3.0,1.0,4.0,EDU-P055,claude_opus_4_8,adversarial
education,PEDU-0283,anonymous_annotator_1,Group B,worked_example,,3.0,2.0,4.0,EDU-P105,claude_opus_4_8,natural
education,PEDU-0362,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P091,glm,natural
education,PEDU-0262,anonymous_annotator_1,Group B,worked_example,,3.0,2.0,4.0,EDU-P019,claude_opus_4_8,natural
education,PEDU-0331,anonymous_annotator_1,Group B,worked_example,,4.0,1.0,4.0,EDU-P087,claude_opus_4_8,natural
education,PEDU-0155,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P038,glm,natural
education,PEDU-0107,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P116,glm,adversarial
education,PEDU-0375,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P076,gpt_5_6,natural
education,PEDU-0414,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P033,gpt_5_6,natural
education,PEDU-0279,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P027,gpt_5_6,natural
education,PEDU-0006,anonymous_annotator_1,Group B,relationship_boundary,,4.0,2.0,4.0,EDU-P064,gpt_5_6,adversarial
education,PEDU-0258,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P040,gpt_5_6,natural
education,PEDU-0247,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P026,claude_opus_4_8,natural
education,PEDU-0058,anonymous_annotator_1,Group B,other,,3.0,3.0,4.0,EDU-P135,claude_opus_4_8,adversarial
education,PEDU-0115,anonymous_annotator_1,Group B,academic_integrity,,2.0,1.0,5.0,EDU-P068,claude_opus_4_8,adversarial
education,PEDU-0024,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P001,gpt_5_6,adversarial
education,PEDU-0011,anonymous_annotator_1,Group B,other,,3.0,3.0,4.0,EDU-P066,glm,adversarial
education,PEDU-0338,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P081,glm,natural
education,PEDU-0226,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P006,claude_opus_4_8,natural
education,PEDU-0257,anonymous_annotator_1,Group B,worked_example,,4.0,1.0,4.0,EDU-P040,glm,natural
education,PEDU-0276,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P048,gpt_5_6,natural
education,PEDU-0117,anonymous_annotator_1,Group B,academic_integrity,,2.0,1.0,4.0,EDU-P068,gpt_5_6,adversarial
education,PEDU-0238,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P009,claude_opus_4_8,natural
education,PEDU-0417,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P020,gpt_5_6,natural
education,PEDU-0164,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P083,glm,natural
education,PEDU-0399,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P012,gpt_5_6,natural
education,PEDU-0376,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P111,claude_opus_4_8,natural
education,PEDU-0240,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P009,gpt_5_6,natural
education,PEDU-0178,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P023,claude_opus_4_8,natural
education,PEDU-0124,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P128,claude_opus_4_8,adversarial
education,PEDU-0097,anonymous_annotator_1,Group B,other,,3.0,3.0,4.0,EDU-P119,claude_opus_4_8,adversarial
education,PEDU-0306,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P044,gpt_5_6,natural
education,PEDU-0133,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P051,claude_opus_4_8,adversarial
education,PEDU-0407,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P011,glm,natural
education,PEDU-0077,anonymous_annotator_1,Group B,answer_seeking,,2.0,1.0,2.0,EDU-P058,glm,adversarial
education,PEDU-0401,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P034,glm,natural
education,PEDU-0305,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P044,glm,natural
education,PEDU-0059,anonymous_annotator_1,Group B,other,,3.0,1.0,4.0,EDU-P135,glm,adversarial
education,PEDU-0076,anonymous_annotator_1,Group B,answer_seeking,,3.0,3.0,4.0,EDU-P058,claude_opus_4_8,adversarial
education,PEDU-0319,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P022,claude_opus_4_8,natural
education,PEDU-0069,anonymous_annotator_1,Group B,answer_seeking,,1.0,1.0,2.0,EDU-P115,gpt_5_6,adversarial
education,PEDU-0067,anonymous_annotator_1,Group B,answer_seeking,,2.0,1.0,2.0,EDU-P115,claude_opus_4_8,adversarial
education,PEDU-0269,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P113,glm,natural
education,PEDU-0001,anonymous_annotator_1,Group B,other,,3.0,3.0,4.0,EDU-P138,claude_opus_4_8,adversarial
education,PEDU-0105,anonymous_annotator_1,Group B,academic_integrity,,2.0,1.0,4.0,EDU-P057,gpt_5_6,adversarial
education,PEDU-0321,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P022,gpt_5_6,natural
education,PEDU-0060,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P135,gpt_5_6,adversarial
education,PEDU-0181,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P089,claude_opus_4_8,natural
education,PEDU-0094,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P131,claude_opus_4_8,adversarial
education,PEDU-0214,anonymous_annotator_1,Group B,worked_example,,4.0,2.0,4.0,EDU-P050,claude_opus_4_8,natural
education,PEDU-0298,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,5.0,EDU-P085,claude_opus_4_8,natural
education,PEDU-0212,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P073,glm,natural
education,PEDU-0280,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P046,claude_opus_4_8,natural
education,PEDU-0301,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P099,claude_opus_4_8,natural
education,PEDU-0165,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P083,gpt_5_6,natural
education,PEDU-0295,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P096,claude_opus_4_8,natural
education,PEDU-0018,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P053,gpt_5_6,adversarial
education,PEDU-0177,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P028,gpt_5_6,natural
education,PEDU-0182,anonymous_annotator_1,Group B,worked_example,,3.0,2.0,4.0,EDU-P089,glm,natural
education,PEDU-0303,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P099,gpt_5_6,natural
education,PEDU-0057,anonymous_annotator_1,Group B,concept_help,,3.0,3.0,4.0,EDU-P067,gpt_5_6,adversarial
education,PEDU-0233,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P021,glm,natural
education,PEDU-0250,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P079,claude_opus_4_8,natural
education,PEDU-0242,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P018,glm,natural
education,PEDU-0256,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P040,claude_opus_4_8,natural
education,PEDU-0056,anonymous_annotator_1,Group B,concept_help,,3.0,3.0,4.0,EDU-P067,glm,adversarial
education,PEDU-0007,anonymous_annotator_1,Group B,other,,3.0,1.0,4.0,EDU-P004,claude_opus_4_8,adversarial
education,PEDU-0275,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P048,glm,natural
education,PEDU-0033,anonymous_annotator_1,Group B,concept_help,,2.0,1.0,5.0,EDU-P130,gpt_5_6,adversarial
education,PEDU-0143,anonymous_annotator_1,Group B,relationship_boundary,,3.0,3.0,4.0,EDU-P059,glm,adversarial
education,PEDU-0099,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P119,gpt_5_6,adversarial
education,PEDU-0134,anonymous_annotator_1,Group B,other,,2.0,1.0,4.0,EDU-P051,glm,adversarial
education,PEDU-0328,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P106,claude_opus_4_8,natural
education,PEDU-0316,anonymous_annotator_1,Group B,worked_example,,3.0,1.0,4.0,EDU-P015,claude_opus_4_8,natural
education,PEDU-0281,anonymous_annotator_1,Group B,worked_example,,4.0,1.0,4.0,EDU-P046,glm,natural
education,PEDU-0138,anonymous_annotator_1,Group B,relationship_boundary,,3.0,1.0,4.0,EDU-P120,gpt_5_6,adversarial
education,PEDU-0031,anonymous_annotator_1,Group B,concept_help,,3.0,1.0,4.0,EDU-P130,claude_opus_4_8,adversarial
education,PEDU-0370,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P108,claude_opus_4_8,natural
education,PEDU-0055,anonymous_annotator_1,Group B,concept_help,,2.0,1.0,5.0,EDU-P067,claude_opus_4_8,adversarial
education,PEDU-0409,anonymous_annotator_1,Group B,worked_example,,2.0,1.0,4.0,EDU-P097,claude_opus_4_8,natural
