domain,annotation_item_id,prompt_id,fold_repeat0
health,PHLT-0364,HLT-P027,2
health,PHLT-0365,HLT-P027,2
health,PHLT-0366,HLT-P027,2
health,PHLT-0367,HLT-P066,1
health,PHLT-0368,HLT-P066,1
health,PHLT-0369,HLT-P066,1
health,PHLT-0370,HLT-P082,1
health,PHLT-0371,HLT-P082,1
health,PHLT-0372,HLT-P082,1
health,PHLT-0373,HLT-P083,0
health,PHLT-0374,HLT-P083,0
health,PHLT-0375,HLT-P083,0
health,PHLT-0376,HLT-P079,0
health,PHLT-0377,HLT-P079,0
health,PHLT-0378,HLT-P079,0
health,PHLT-0379,HLT-P021,0
health,PHLT-0380,HLT-P021,0
health,PHLT-0381,HLT-P021,0
health,PHLT-0382,HLT-P039,1
health,PHLT-0383,HLT-P039,1
health,PHLT-0384,HLT-P039,1
health,PHLT-0385,HLT-P130,4
health,PHLT-0386,HLT-P130,4
health,PHLT-0387,HLT-P130,4
health,PHLT-0388,HLT-P015,4
health,PHLT-0389,HLT-P015,4
health,PHLT-0390,HLT-P015,4
health,PHLT-0391,HLT-P068,4
health,PHLT-0392,HLT-P068,4
health,PHLT-0393,HLT-P068,4
health,PHLT-0394,HLT-P007,4
health,PHLT-0395,HLT-P007,4
health,PHLT-0396,HLT-P007,4
health,PHLT-0400,HLT-P048,4
health,PHLT-0401,HLT-P048,4
health,PHLT-0402,HLT-P048,4
health,PHLT-0403,HLT-P044,3
health,PHLT-0404,HLT-P044,3
health,PHLT-0405,HLT-P044,3
health,PHLT-0406,HLT-P067,2
health,PHLT-0407,HLT-P067,2
health,PHLT-0408,HLT-P067,2
health,PHLT-0409,HLT-P105,1
health,PHLT-0410,HLT-P105,1
health,PHLT-0412,HLT-P099,2
health,PHLT-0413,HLT-P099,2
health,PHLT-0414,HLT-P099,2
health,PHLT-0418,HLT-P119,0
health,PHLT-0419,HLT-P119,0
health,PHLT-0420,HLT-P119,0
health,PHLT-0421,HLT-P009,1
health,PHLT-0422,HLT-P009,1
health,PHLT-0423,HLT-P009,1
health,PHLT-0424,HLT-P139,1
health,PHLT-0425,HLT-P139,1
health,PHLT-0426,HLT-P139,1
health,PHLT-0427,HLT-P127,4
health,PHLT-0428,HLT-P127,4
health,PHLT-0429,HLT-P127,4
health,PHLT-0430,HLT-P115,1
health,PHLT-0431,HLT-P115,1
health,PHLT-0432,HLT-P115,1
health,PHLT-0433,HLT-P046,2
health,PHLT-0434,HLT-P046,2
health,PHLT-0435,HLT-P046,2
health,PHLT-0436,HLT-P063,3
health,PHLT-0437,HLT-P063,3
health,PHLT-0438,HLT-P063,3
health,PHLT-0439,HLT-P132,2
health,PHLT-0440,HLT-P132,2
health,PHLT-0441,HLT-P132,2
health,PHLT-0442,HLT-P076,1
pooled,PMH2-0001,adv_001,4
pooled,PMH2-0002,adv_001,4
pooled,PMH2-0003,adv_001,4
pooled,PMH2-0004,adv_002,0
pooled,PMH2-0005,adv_002,0
pooled,PMH2-0006,adv_002,0
pooled,PMH2-0007,adv_003,1
pooled,PMH2-0008,adv_003,1
pooled,PMH2-0009,adv_003,1
pooled,PMH2-0010,adv_004,1
pooled,PMH2-0011,adv_004,1
pooled,PMH2-0012,adv_004,1
pooled,PMH2-0013,adv_005,1
pooled,PMH2-0014,adv_005,1
pooled,PMH2-0015,adv_005,1
pooled,PMH2-0016,adv_006,1
pooled,PMH2-0017,adv_006,1
pooled,PMH2-0018,adv_006,1
pooled,PMH2-0019,adv_007,1
pooled,PMH2-0020,adv_007,1
pooled,PMH2-0021,adv_007,1
pooled,PMH2-0022,adv_008,4
pooled,PMH2-0023,adv_008,4
pooled,PMH2-0024,adv_008,4
pooled,PMH2-0025,adv_009,4
pooled,PMH2-0026,adv_009,4
pooled,PMH2-0027,adv_009,4
pooled,PMH2-0028,adv_010,1
pooled,PMH2-0029,adv_010,1
pooled,PMH2-0030,adv_010,1
pooled,PMH2-0031,adv_011,0
pooled,PMH2-0032,adv_011,0
pooled,PMH2-0033,adv_011,0
pooled,PMH2-0034,adv_012,4
pooled,PMH2-0035,adv_012,4
pooled,PMH2-0036,adv_012,4
pooled,PMH2-0037,adv_013,0
pooled,PMH2-0038,adv_013,0
pooled,PMH2-0039,adv_013,0
pooled,PMH2-0040,adv_014,2
pooled,PMH2-0041,adv_014,2
pooled,PMH2-0042,adv_014,2
pooled,PMH2-0043,adv_015,1
pooled,PMH2-0044,adv_015,1
pooled,PMH2-0045,adv_015,1
pooled,PMH2-0046,adv_016,1
pooled,PMH2-0047,adv_016,1
pooled,PMH2-0048,adv_016,1
pooled,PMH2-0049,adv_017,0
pooled,PMH2-0050,adv_017,0
pooled,PMH2-0051,adv_017,0
pooled,PMH2-0052,adv_018,4
pooled,PMH2-0053,adv_018,4
pooled,PMH2-0054,adv_018,4
pooled,PMH2-0055,adv_019,4
pooled,PMH2-0056,adv_019,4
pooled,PMH2-0057,adv_019,4
pooled,PMH2-0058,adv_020,1
pooled,PMH2-0059,adv_020,1
pooled,PMH2-0060,adv_020,1
pooled,PMH2-0061,adv_021,1
pooled,PMH2-0062,adv_021,1
pooled,PMH2-0063,adv_021,1
pooled,PMH2-0064,adv_022,4
pooled,PMH2-0065,adv_022,4
pooled,PMH2-0066,adv_022,4
pooled,PMH2-0067,adv_023,3
pooled,PMH2-0068,adv_023,3
pooled,PMH2-0069,adv_023,3
pooled,PMH2-0070,adv_024,0
pooled,PMH2-0071,adv_024,0
pooled,PMH2-0072,adv_024,0
pooled,PMH2-0073,adv_025,4
pooled,PMH2-0074,adv_025,4
pooled,PMH2-0075,adv_025,4
pooled,PMH2-0076,adv_026,1
pooled,PMH2-0077,adv_026,1
pooled,PMH2-0078,adv_026,1
pooled,PMH2-0079,adv_027,0
pooled,PMH2-0080,adv_027,0
pooled,PMH2-0081,adv_027,0
pooled,PMH2-0082,adv_028,2
pooled,PMH2-0083,adv_028,2
pooled,PMH2-0084,adv_028,2
pooled,PMH2-0085,adv_029,0
pooled,PMH2-0086,adv_029,0
pooled,PMH2-0087,adv_029,0
pooled,PMH2-0088,adv_030,3
pooled,PMH2-0089,adv_030,3
pooled,PMH2-0090,adv_030,3
pooled,PMH2-0091,adv_031,4
pooled,PMH2-0092,adv_031,4
pooled,PMH2-0093,adv_031,4
pooled,PMH2-0094,adv_032,3
pooled,PMH2-0095,adv_032,3
pooled,PMH2-0096,adv_032,3
pooled,PMH2-0097,adv_033,3
pooled,PMH2-0098,adv_033,3
pooled,PMH2-0099,adv_033,3
pooled,PMH2-0100,adv_034,1
pooled,PMH2-0101,adv_034,1
pooled,PMH2-0102,adv_034,1
pooled,PMH2-0103,adv_035,4
pooled,PMH2-0104,adv_035,4
pooled,PMH2-0105,adv_035,4
pooled,PMH2-0106,adv_036,4
pooled,PMH2-0107,adv_036,4
pooled,PMH2-0108,adv_036,4
pooled,PMH2-0109,adv_037,1
pooled,PMH2-0110,adv_037,1
pooled,PMH2-0111,adv_037,1
pooled,PMH2-0112,adv_038,4
pooled,PMH2-0113,adv_038,4
pooled,PMH2-0114,adv_038,4
pooled,PMH2-0115,adv_039,4
pooled,PMH2-0116,adv_039,4
pooled,PMH2-0117,adv_039,4
pooled,PMH2-0118,adv_040,1
pooled,PMH2-0119,adv_040,1
pooled,PMH2-0120,adv_040,1
pooled,PMH2-0121,adv_041,1
pooled,PMH2-0122,adv_041,1
pooled,PMH2-0123,adv_041,1
pooled,PMH2-0124,adv_042,4
pooled,PMH2-0125,adv_042,4
pooled,PMH2-0126,adv_042,4
pooled,PMH2-0127,adv_043,0
pooled,PMH2-0128,adv_043,0
pooled,PMH2-0129,adv_043,0
pooled,PMH2-0130,adv_044,2
pooled,PMH2-0131,adv_044,2
pooled,PMH2-0132,adv_044,2
pooled,PMH2-0133,adv_045,3
pooled,PMH2-0134,adv_045,3
pooled,PMH2-0135,adv_045,3
pooled,PMH2-0136,adv_046,2
pooled,PMH2-0137,adv_046,2
pooled,PMH2-0138,adv_046,2
pooled,PMH2-0139,adv_047,4
pooled,PMH2-0140,adv_047,4
pooled,PMH2-0141,adv_047,4
pooled,PMH2-0142,adv_048,0
pooled,PMH2-0143,adv_048,0
pooled,PMH2-0144,adv_048,0
pooled,PMH2-0145,adv_049,0
pooled,PMH2-0146,adv_049,0
pooled,PMH2-0147,adv_049,0
pooled,PMH2-0148,adv_050,3
pooled,PMH2-0149,adv_050,3
pooled,PMH2-0150,adv_050,3
pooled,PMH2-0151,adv_051,3
pooled,PMH2-0152,adv_051,3
pooled,PMH2-0153,adv_051,3
pooled,PMH2-0154,adv_052,0
pooled,PMH2-0155,adv_052,0
pooled,PMH2-0156,adv_052,0
pooled,PMH2-0157,adv_053,3
pooled,PMH2-0158,adv_053,3
pooled,PMH2-0159,adv_053,3
pooled,PMH2-0160,adv_054,3
pooled,PMH2-0161,adv_054,3
pooled,PMH2-0162,adv_054,3
pooled,PMH2-0163,adv_055,4
pooled,PMH2-0164,adv_055,4
pooled,PMH2-0165,adv_055,4
pooled,PMH2-0166,adv_056,2
pooled,PMH2-0167,adv_056,2
pooled,PMH2-0168,adv_056,2
pooled,PMH2-0169,adv_057,3
pooled,PMH2-0170,adv_057,3
pooled,PMH2-0171,adv_057,3
pooled,PMH2-0172,adv_058,2
pooled,PMH2-0173,adv_058,2
pooled,PMH2-0174,adv_058,2
pooled,PMH2-0175,adv_059,2
pooled,PMH2-0176,adv_059,2
pooled,PMH2-0177,adv_059,2
pooled,PMH2-0178,adv_060,2
pooled,PMH2-0179,adv_060,2
pooled,PMH2-0180,adv_060,2
pooled,PMH2-0181,adv_061,3
pooled,PMH2-0182,adv_061,3
pooled,PMH2-0183,adv_061,3
pooled,PMH2-0184,adv_062,0
pooled,PMH2-0185,adv_062,0
pooled,PMH2-0186,adv_062,0
pooled,PMH2-0187,adv_063,1
pooled,PMH2-0188,adv_063,1
pooled,PMH2-0189,adv_063,1
pooled,PMH2-0190,adv_064,3
pooled,PMH2-0191,adv_064,3
pooled,PMH2-0192,adv_064,3
pooled,PMH2-0193,adv_065,1
pooled,PMH2-0194,adv_065,1
pooled,PMH2-0195,adv_065,1
pooled,PMH2-0196,adv_066,1
pooled,PMH2-0197,adv_066,1
pooled,PMH2-0198,adv_066,1
pooled,PMH2-0199,adv_067,2
pooled,PMH2-0200,adv_067,2
pooled,PMH2-0201,adv_067,2
pooled,PMH2-0202,adv_068,2
pooled,PMH2-0203,adv_068,2
pooled,PMH2-0204,adv_068,2
pooled,PMH2-0205,adv_069,3
pooled,PMH2-0206,adv_069,3
pooled,PMH2-0207,adv_069,3
pooled,PMH2-0208,adv_070,2
pooled,PMH2-0209,adv_070,2
pooled,PMH2-0210,adv_070,2
pooled,PMH2-0211,adv_071,4
pooled,PMH2-0212,adv_071,4
pooled,PMH2-0213,adv_071,4
pooled,PMH2-0214,adv_072,1
pooled,PMH2-0215,adv_072,1
pooled,PMH2-0216,adv_072,1
pooled,PMH2-0217,adv_073,0
pooled,PMH2-0218,adv_073,0
pooled,PMH2-0219,adv_073,0
pooled,PMH2-0220,adv_074,2
pooled,PMH2-0221,adv_074,2
pooled,PMH2-0222,adv_074,2
pooled,PMH2-0223,adv_075,1
pooled,PMH2-0224,adv_075,1
pooled,PMH2-0225,adv_075,1
pooled,PMH2-0226,adv_076,2
pooled,PMH2-0227,adv_076,2
pooled,PMH2-0228,adv_076,2
pooled,PMH2-0229,adv_077,1
pooled,PMH2-0230,adv_077,1
pooled,PMH2-0231,adv_077,1
pooled,PMH2-0232,adv_078,1
pooled,PMH2-0233,adv_078,1
pooled,PMH2-0234,adv_078,1
pooled,PMH2-0235,adv_079,0
pooled,PMH2-0236,adv_079,0
pooled,PMH2-0237,adv_079,0
pooled,PMH2-0238,adv_080,1
pooled,PMH2-0239,adv_080,1
pooled,PMH2-0240,adv_080,1
pooled,PMH2-0241,adv_081,3
pooled,PMH2-0242,adv_081,3
pooled,PMH2-0243,adv_081,3
pooled,PMH2-0244,adv_082,3
pooled,PMH2-0245,adv_082,3
pooled,PMH2-0246,adv_082,3
pooled,PMH2-0247,adv_083,1
pooled,PMH2-0248,adv_083,1
pooled,PMH2-0249,adv_083,1
pooled,PMH2-0250,adv_084,1
pooled,PMH2-0251,adv_084,1
pooled,PMH2-0252,adv_084,1
pooled,PMH2-0253,adv_085,3
pooled,PMH2-0254,adv_085,3
pooled,PMH2-0255,adv_085,3
pooled,PMH2-0256,adv_086,0
pooled,PMH2-0257,adv_086,0
pooled,PMH2-0258,adv_086,0
pooled,PMH2-0259,adv_087,1
pooled,PMH2-0260,adv_087,1
pooled,PMH2-0261,adv_087,1
pooled,PMH2-0262,adv_088,4
pooled,PMH2-0263,adv_088,4
pooled,PMH2-0264,adv_088,4
pooled,PMH2-0265,adv_089,0
pooled,PMH2-0266,adv_089,0
pooled,PMH2-0267,adv_089,0
pooled,PMH2-0268,adv_090,2
pooled,PMH2-0269,adv_090,2
pooled,PMH2-0270,adv_090,2
pooled,PMH2-0271,adv_091,1
pooled,PMH2-0272,adv_091,1
pooled,PMH2-0273,adv_091,1
pooled,PMH2-0274,adv_092,1
pooled,PMH2-0275,adv_092,1
pooled,PMH2-0276,adv_092,1
pooled,PMH2-0277,adv_093,1
pooled,PMH2-0278,adv_093,1
pooled,PMH2-0279,adv_093,1
pooled,PMH2-0280,adv_094,4
pooled,PMH2-0281,adv_094,4
pooled,PMH2-0282,adv_094,4
pooled,PMH2-0283,adv_095,0
pooled,PMH2-0284,adv_095,0
pooled,PMH2-0285,adv_095,0
pooled,PMH2-0286,adv_096,2
pooled,PMH2-0287,adv_096,2
pooled,PMH2-0288,adv_096,2
pooled,PMH2-0289,adv_097,3
pooled,PMH2-0290,adv_097,3
pooled,PMH2-0291,adv_097,3
pooled,PMH2-0292,adv_098,0
pooled,PMH2-0293,adv_098,0
pooled,PMH2-0294,adv_098,0
pooled,PMH2-0295,adv_099,1
pooled,PMH2-0296,adv_099,1
pooled,PMH2-0297,adv_099,1
pooled,PMH2-0298,adv_100,0
pooled,PMH2-0299,adv_100,0
pooled,PMH2-0300,adv_100,0
pooled,PMH2-0301,adv_101,3
pooled,PMH2-0302,adv_101,3
pooled,PMH2-0303,adv_101,3
pooled,PMH2-0304,adv_102,3
pooled,PMH2-0305,adv_102,3
pooled,PMH2-0306,adv_102,3
pooled,PMH2-0307,adv_103,2
pooled,PMH2-0308,adv_103,2
pooled,PMH2-0309,adv_103,2
pooled,PMH2-0310,adv_104,3
pooled,PMH2-0311,adv_104,3
pooled,PMH2-0312,adv_104,3
pooled,PMH2-0313,adv_105,1
pooled,PMH2-0314,adv_105,1
pooled,PMH2-0315,adv_105,1
pooled,PMH2-0316,adv_106,2
pooled,PMH2-0317,adv_106,2
pooled,PMH2-0318,adv_106,2
pooled,PMH2-0319,adv_107,3
pooled,PMH2-0320,adv_107,3
pooled,PMH2-0321,adv_107,3
pooled,PMH2-0322,adv_108,2
pooled,PMH2-0323,adv_108,2
pooled,PMH2-0324,adv_108,2
pooled,PMH2-0325,adv_109,2
pooled,PMH2-0326,adv_109,2
pooled,PMH2-0327,adv_109,2
pooled,PMH2-0328,adv_110,1
pooled,PMH2-0329,adv_110,1
pooled,PMH2-0330,adv_110,1
pooled,PMH2-0331,adv_111,1
pooled,PMH2-0332,adv_111,1
pooled,PMH2-0333,adv_111,1
pooled,PMH2-0334,adv_112,0
pooled,PMH2-0335,adv_112,0
pooled,PMH2-0336,adv_112,0
pooled,PMH2-0337,adv_113,2
pooled,PMH2-0338,adv_113,2
pooled,PMH2-0339,adv_113,2
pooled,PMH2-0340,adv_114,3
pooled,PMH2-0341,adv_114,3
pooled,PMH2-0342,adv_114,3
pooled,PMH2-0343,adv_115,2
pooled,PMH2-0344,adv_115,2
pooled,PMH2-0345,adv_115,2
pooled,PMH2-0346,adv_116,3
pooled,PMH2-0347,adv_116,3
pooled,PMH2-0348,adv_116,3
pooled,PMH2-0349,adv_117,2
pooled,PMH2-0350,adv_117,2
pooled,PMH2-0351,adv_117,2
pooled,PMH2-0352,adv_118,4
pooled,PMH2-0353,adv_118,4
pooled,PMH2-0354,adv_118,4
pooled,PMH2-0355,adv_119,0
pooled,PMH2-0356,adv_119,0
pooled,PMH2-0357,adv_119,0
pooled,PMH2-0358,adv_120,4
pooled,PMH2-0359,adv_120,4
pooled,PMH2-0360,adv_120,4
pooled,PMH2-0361,questionID_139,1
pooled,PMH2-0362,questionID_139,1
pooled,PMH2-0363,questionID_139,1
pooled,PMH2-0364,questionID_144,3
pooled,PMH2-0365,questionID_144,3
pooled,PMH2-0366,questionID_144,3
pooled,PMH2-0367,questionID_146,3
pooled,PMH2-0368,questionID_146,3
pooled,PMH2-0369,questionID_146,3
pooled,PMH2-0370,questionID_160,2
pooled,PMH2-0371,questionID_160,2
pooled,PMH2-0372,questionID_160,2
pooled,PMH2-0373,questionID_168,3
pooled,PMH2-0374,questionID_168,3
pooled,PMH2-0375,questionID_168,3
pooled,PMH2-0376,questionID_229,2
pooled,PMH2-0377,questionID_229,2
pooled,PMH2-0378,questionID_229,2
pooled,PMH2-0379,questionID_249,0
pooled,PMH2-0380,questionID_249,0
pooled,PMH2-0381,questionID_249,0
pooled,PMH2-0382,questionID_250,1
pooled,PMH2-0383,questionID_250,1
pooled,PMH2-0384,questionID_250,1
pooled,PMH2-0385,questionID_26,1
pooled,PMH2-0386,questionID_26,1
pooled,PMH2-0387,questionID_26,1
pooled,PMH2-0388,questionID_261,3
pooled,PMH2-0389,questionID_261,3
pooled,PMH2-0390,questionID_261,3
pooled,PMH2-0391,questionID_262,1
pooled,PMH2-0392,questionID_262,1
pooled,PMH2-0393,questionID_262,1
pooled,PMH2-0394,questionID_289,2
pooled,PMH2-0395,questionID_289,2
pooled,PMH2-0396,questionID_289,2
pooled,PMH2-0397,questionID_307,1
pooled,PMH2-0398,questionID_307,1
pooled,PMH2-0399,questionID_307,1
pooled,PMH2-0400,questionID_308,4
pooled,PMH2-0401,questionID_308,4
pooled,PMH2-0402,questionID_308,4
pooled,PMH2-0403,questionID_310,1
pooled,PMH2-0404,questionID_310,1
pooled,PMH2-0405,questionID_310,1
pooled,PMH2-0406,questionID_315,2
pooled,PMH2-0407,questionID_315,2
pooled,PMH2-0408,questionID_315,2
pooled,PMH2-0409,questionID_346,0
pooled,PMH2-0410,questionID_346,0
pooled,PMH2-0411,questionID_346,0
pooled,PMH2-0412,questionID_355,3
pooled,PMH2-0413,questionID_355,3
pooled,PMH2-0414,questionID_355,3
pooled,PMH2-0415,questionID_356,2
pooled,PMH2-0416,questionID_356,2
pooled,PMH2-0417,questionID_356,2
pooled,PMH2-0418,questionID_358,2
pooled,PMH2-0419,questionID_358,2
pooled,PMH2-0420,questionID_358,2
pooled,PMH2-0421,questionID_387,2
pooled,PMH2-0422,questionID_387,2
pooled,PMH2-0423,questionID_387,2
pooled,PMH2-0424,questionID_388,4
pooled,PMH2-0425,questionID_388,4
pooled,PMH2-0426,questionID_388,4
pooled,PMH2-0427,questionID_390,3
pooled,PMH2-0428,questionID_390,3
pooled,PMH2-0429,questionID_390,3
pooled,PMH2-0430,questionID_391,3
pooled,PMH2-0431,questionID_391,3
pooled,PMH2-0432,questionID_391,3
pooled,PMH2-0433,questionID_392,3
pooled,PMH2-0434,questionID_392,3
pooled,PMH2-0435,questionID_392,3
pooled,PMH2-0436,questionID_394,1
pooled,PMH2-0437,questionID_394,1
pooled,PMH2-0438,questionID_394,1
pooled,PMH2-0439,questionID_401,0
pooled,PMH2-0440,questionID_401,0
pooled,PMH2-0441,questionID_401,0
pooled,PMH2-0442,questionID_411,3
pooled,PMH2-0443,questionID_411,3
pooled,PMH2-0444,questionID_411,3
pooled,PMH2-0445,questionID_419,1
pooled,PMH2-0446,questionID_419,1
pooled,PMH2-0447,questionID_419,1
pooled,PMH2-0448,questionID_420,0
pooled,PMH2-0449,questionID_420,0
pooled,PMH2-0450,questionID_420,0
pooled,PMH2-0451,questionID_430,3
pooled,PMH2-0452,questionID_430,3
pooled,PMH2-0453,questionID_430,3
pooled,PMH2-0454,questionID_432,4
pooled,PMH2-0455,questionID_432,4
pooled,PMH2-0456,questionID_432,4
pooled,PMH2-0457,questionID_436,4
pooled,PMH2-0458,questionID_436,4
pooled,PMH2-0459,questionID_436,4
pooled,PMH2-0460,questionID_437,4
pooled,PMH2-0461,questionID_437,4
pooled,PMH2-0462,questionID_437,4
pooled,PMH2-0463,questionID_444,2
pooled,PMH2-0464,questionID_444,2
pooled,PMH2-0465,questionID_444,2
pooled,PMH2-0466,questionID_448,0
pooled,PMH2-0467,questionID_448,0
pooled,PMH2-0468,questionID_448,0
pooled,PMH2-0469,questionID_451,2
pooled,PMH2-0470,questionID_451,2
pooled,PMH2-0471,questionID_451,2
pooled,PMH2-0472,questionID_452,1
pooled,PMH2-0473,questionID_452,1
pooled,PMH2-0474,questionID_452,1
pooled,PMH2-0475,questionID_464,4
pooled,PMH2-0476,questionID_464,4
pooled,PMH2-0477,questionID_464,4
pooled,PMH2-0478,questionID_466,1
pooled,PMH2-0479,questionID_466,1
pooled,PMH2-0480,questionID_466,1
pooled,PMH2-0481,questionID_475,3
pooled,PMH2-0482,questionID_475,3
pooled,PMH2-0483,questionID_475,3
pooled,PMH2-0484,questionID_478,4
pooled,PMH2-0485,questionID_478,4
pooled,PMH2-0486,questionID_478,4
pooled,PMH2-0487,questionID_51,3
pooled,PMH2-0488,questionID_51,3
pooled,PMH2-0489,questionID_51,3
pooled,PMH2-0490,questionID_601,3
pooled,PMH2-0491,questionID_601,3
pooled,PMH2-0492,questionID_601,3
pooled,PMH2-0493,questionID_603,2
pooled,PMH2-0494,questionID_603,2
pooled,PMH2-0495,questionID_603,2
pooled,PMH2-0496,questionID_610,2
pooled,PMH2-0497,questionID_610,2
pooled,PMH2-0498,questionID_610,2
pooled,PMH2-0499,questionID_611,0
pooled,PMH2-0500,questionID_611,0
pooled,PMH2-0501,questionID_611,0
pooled,PMH2-0502,questionID_612,0
pooled,PMH2-0503,questionID_612,0
pooled,PMH2-0504,questionID_612,0
pooled,PMH2-0505,questionID_614,1
pooled,PMH2-0506,questionID_614,1
pooled,PMH2-0507,questionID_614,1
pooled,PMH2-0508,questionID_616,1
pooled,PMH2-0509,questionID_616,1
pooled,PMH2-0510,questionID_616,1
pooled,PMH2-0511,questionID_619,4
pooled,PMH2-0512,questionID_619,4
pooled,PMH2-0513,questionID_619,4
pooled,PMH2-0514,questionID_623,2
pooled,PMH2-0515,questionID_623,2
pooled,PMH2-0516,questionID_623,2
pooled,PMH2-0517,questionID_624,4
pooled,PMH2-0518,questionID_624,4
pooled,PMH2-0519,questionID_624,4
pooled,PMH2-0520,questionID_627,1
pooled,PMH2-0521,questionID_627,1
pooled,PMH2-0522,questionID_627,1
pooled,PMH2-0523,questionID_630,0
pooled,PMH2-0524,questionID_630,0
pooled,PMH2-0525,questionID_630,0
pooled,PMH2-0526,questionID_654,0
pooled,PMH2-0527,questionID_654,0
pooled,PMH2-0528,questionID_654,0
pooled,PMH2-0529,questionID_675,0
pooled,PMH2-0530,questionID_675,0
pooled,PMH2-0531,questionID_675,0
pooled,PMH2-0532,questionID_684,4
pooled,PMH2-0533,questionID_684,4
pooled,PMH2-0534,questionID_684,4
pooled,PMH2-0535,questionID_692,2
pooled,PMH2-0536,questionID_692,2
pooled,PMH2-0537,questionID_692,2
pooled,PMH2-0538,questionID_694,4
pooled,PMH2-0539,questionID_694,4
pooled,PMH2-0540,questionID_694,4
pooled,PMH2-0541,questionID_702,2
pooled,PMH2-0542,questionID_702,2
pooled,PMH2-0543,questionID_702,2
pooled,PMH2-0544,questionID_704,2
pooled,PMH2-0545,questionID_704,2
pooled,PMH2-0546,questionID_704,2
pooled,PMH2-0547,questionID_707,4
pooled,PMH2-0548,questionID_707,4
pooled,PMH2-0549,questionID_707,4
pooled,PMH2-0550,questionID_708,3
pooled,PMH2-0551,questionID_708,3
pooled,PMH2-0552,questionID_708,3
pooled,PMH2-0553,questionID_711,3
pooled,PMH2-0554,questionID_711,3
pooled,PMH2-0555,questionID_711,3
pooled,PMH2-0556,questionID_712,0
pooled,PMH2-0557,questionID_712,0
pooled,PMH2-0558,questionID_712,0
pooled,PMH2-0559,questionID_713,3
pooled,PMH2-0560,questionID_713,3
pooled,PMH2-0561,questionID_713,3
pooled,PMH2-0562,questionID_714,0
pooled,PMH2-0563,questionID_714,0
pooled,PMH2-0564,questionID_714,0
pooled,PMH2-0565,questionID_715,4
pooled,PMH2-0566,questionID_715,4
pooled,PMH2-0567,questionID_715,4
pooled,PMH2-0568,questionID_717,0
pooled,PMH2-0569,questionID_717,0
pooled,PMH2-0570,questionID_717,0
pooled,PMH2-0571,questionID_727,0
pooled,PMH2-0572,questionID_727,0
pooled,PMH2-0573,questionID_727,0
pooled,PMH2-0574,questionID_732,3
pooled,PMH2-0575,questionID_732,3
pooled,PMH2-0576,questionID_732,3
pooled,PMH2-0577,questionID_75,1
pooled,PMH2-0578,questionID_75,1
pooled,PMH2-0579,questionID_75,1
pooled,PMH2-0580,questionID_754,0
pooled,PMH2-0581,questionID_754,0
pooled,PMH2-0582,questionID_754,0
pooled,PMH2-0583,questionID_76,0
pooled,PMH2-0584,questionID_76,0
pooled,PMH2-0585,questionID_76,0
pooled,PMH2-0586,questionID_859,4
pooled,PMH2-0587,questionID_859,4
pooled,PMH2-0588,questionID_859,4
pooled,PMH2-0589,questionID_862,1
pooled,PMH2-0590,questionID_862,1
pooled,PMH2-0591,questionID_862,1
pooled,PMH2-0592,questionID_872,0
pooled,PMH2-0593,questionID_872,0
pooled,PMH2-0594,questionID_872,0
pooled,PMH2-0595,questionID_876,2
pooled,PMH2-0596,questionID_876,2
pooled,PMH2-0597,questionID_876,2
pooled,PMH2-0598,questionID_877,1
pooled,PMH2-0599,questionID_877,1
pooled,PMH2-0600,questionID_877,1
pooled,PMH2-0601,questionID_884,1
pooled,PMH2-0602,questionID_884,1
pooled,PMH2-0603,questionID_884,1
pooled,PMH2-0604,questionID_885,4
pooled,PMH2-0605,questionID_885,4
pooled,PMH2-0606,questionID_885,4
pooled,PMH2-0607,questionID_886,3
pooled,PMH2-0608,questionID_886,3
pooled,PMH2-0609,questionID_886,3
pooled,PMH2-0610,questionID_887,4
pooled,PMH2-0611,questionID_887,4
pooled,PMH2-0612,questionID_887,4
pooled,PMH2-0613,questionID_892,2
pooled,PMH2-0614,questionID_892,2
pooled,PMH2-0615,questionID_892,2
pooled,PMH2-0616,questionID_895,1
pooled,PMH2-0617,questionID_895,1
pooled,PMH2-0618,questionID_895,1
pooled,PMH2-0619,questionID_896,2
pooled,PMH2-0620,questionID_896,2
pooled,PMH2-0621,questionID_896,2
pooled,PMH2-0622,questionID_897,0
pooled,PMH2-0623,questionID_897,0
pooled,PMH2-0624,questionID_897,0
pooled,PMH2-0625,questionID_898,2
pooled,PMH2-0626,questionID_898,2
pooled,PMH2-0627,questionID_898,2
pooled,PMH2-0628,questionID_901,1
pooled,PMH2-0629,questionID_901,1
pooled,PMH2-0630,questionID_901,1
pooled,PMH2-0631,questionID_913,0
pooled,PMH2-0632,questionID_913,0
pooled,PMH2-0633,questionID_913,0
pooled,PMH2-0634,questionID_914,1
pooled,PMH2-0635,questionID_914,1
pooled,PMH2-0636,questionID_914,1
pooled,PMH2-0637,questionID_917,3
pooled,PMH2-0638,questionID_917,3
pooled,PMH2-0639,questionID_917,3
pooled,PMH2-0640,questionID_921,1
pooled,PMH2-0641,questionID_921,1
pooled,PMH2-0642,questionID_921,1
pooled,PMH2-0643,questionID_924,0
pooled,PMH2-0644,questionID_924,0
pooled,PMH2-0645,questionID_924,0
pooled,PMH2-0646,questionID_933,2
pooled,PMH2-0647,questionID_933,2
pooled,PMH2-0648,questionID_933,2
